19_03_,19_04_,18_09_,18_11_,18_10_,19_02_,18_12_,19_01_,Average Performance (Whole Season),Median Performance (Whole Season),time
-0.8333333333333333,0.0,-0.6666666666666666,1.0,-0.125,-1.4166666666666665,0.0,0.6666666666666666,-0.17187499999999997,-0.125,1
-1.0555555555555556,0.5791666666666666,-0.75,0.6166666666666667,-0.18333333333333335,-1.6,-0.3833333333333333,0.675,-0.2626736111111111,-0.2626736111111111,2
-1.1666666666666667,1.75,-0.6333333333333333,0.3333333333333333,-0.41666666666666663,-2.0,-0.75,0.5,-0.29791666666666666,-0.41666666666666663,3
-1.0,2.5,-0.5833333333333333,-0.1111111111111111,-0.6666666666666666,-2.7916666666666665,-1.0,0.3333333333333333,-0.4149305555555556,-0.5833333333333333,4
-0.8333333333333334,2.8333333333333335,-0.3333333333333333,-0.16666666666666666,-0.5833333333333333,-3.3333333333333335,-1.1666666666666667,1.0416666666666667,-0.31770833333333337,-0.3333333333333333,5
-0.9166666666666667,3.0,0.0,-0.16666666666666666,-0.8333333333333334,-3.6666666666666665,-1.6666666666666667,1.2083333333333335,-0.38020833333333337,-0.38020833333333337,6
-1.25,3.388888888888889,-0.08333333333333333,0.0,-0.6666666666666666,-3.777777777777778,-2.0,1.1666666666666667,-0.4027777777777778,-0.4027777777777778,7
-1.7222222222222223,4.166666666666666,-0.3333333333333333,0.5,-0.6666666666666666,-3.5555555555555554,-2.416666666666667,1.0555555555555556,-0.37152777777777796,-0.37152777777777796,8
-1.8333333333333333,4.75,-0.7777777777777778,0.9166666666666667,-0.6666666666666666,-3.166666666666667,-2.6111111111111107,0.75,-0.3298611111111111,-0.6666666666666666,9
-2.083333333333333,5.0,-1.0,1.1666666666666667,-0.08333333333333333,-2.583333333333333,-2.5,0.41666666666666663,-0.20833333333333326,-0.20833333333333326,10
-2.6666666666666665,5.083333333333334,-1.0,1.1666666666666667,0.6666666666666667,-2.166666666666667,-2.4444444444444446,0.08333333333333333,-0.1597222222222222,-0.1597222222222222,11
-3.1666666666666665,5.6,-1.25,0.8333333333333334,1.0833333333333335,-1.8333333333333333,-2.833333333333333,-0.375,-0.2427083333333333,-0.375,12
-3.6666666666666665,5.75,-1.75,-0.125,1.25,-1.8888888888888886,-3.3333333333333335,-0.4444444444444444,-0.5260416666666665,-0.5260416666666665,13
-4.166666666666666,5.388888888888888,-2.0,-0.5,1.4166666666666665,-2.277777777777778,-3.5,-0.16666666666666666,-0.7256944444444445,-0.7256944444444445,14
-4.666666666666667,5.166666666666667,-2.0,-0.41666666666666663,1.5,-2.5,-3.5555555555555554,-0.6666666666666666,-0.8923611111111112,-0.8923611111111112,15
-5.361111111111111,4.888888888888888,-2.25,-0.16666666666666666,1.5,-2.5,-3.5,-1.0,-1.0486111111111112,-1.0486111111111112,16
-5.0,4.833333333333333,-2.5555555555555554,-0.1111111111111111,1.5555555555555556,-2.416666666666667,-3.5,-1.0,-1.0243055555555556,-1.0243055555555556,17
-4.333333333333333,4.916666666666666,-2.8333333333333335,0.3333333333333333,2.166666666666667,-2.25,-3.3888888888888893,-1.0,-0.7986111111111112,-1.0,18
-3.444444444444444,5.5,-2.9444444444444446,0.8333333333333333,2.6666666666666665,-2.1666666666666665,-3.9444444444444446,-1.0416666666666667,-0.5677083333333335,-1.0416666666666667,19
-3.0,6.166666666666667,-3.0,1.1666666666666667,3.166666666666667,-2.1666666666666665,-4.166666666666667,-1.5833333333333333,-0.42708333333333326,-1.5833333333333333,20
