SPIELER,TORE,7M,%,TF,V,2',D
Hunziker Simon,0,0,,,0,0,0
Kiener Lars,1/3,0,33,,0,0,0
Stebler Urs,0/2,0,0,,0,0,0
Lutz Nico,0,0,,,0,0,0
Kocher Roman,0,0,,,0,0,0
Giovanelli Marco,3/7,0,42,,0,0,0
Christinat Joël,1/6,0,16,3,0,1,0
Scheidegger Roman,0,0,,2,0,1,0
Gruber Nino,0/4,0,0,2,0,1,0
Drollinger Yannick,1/1,0,100,,0,0,0
Felder Gabriel,0/2,0,0,,1,0,0
Manse Cedric,3/6,2/2,50,,0,0,0
Sorgen Janick,4/5,0,80,2,1,0,0
Rathgeb Thomas,2/5,0,40,5,0,0,0
