SPIELER,TORE,7M,%,TF,V,2',D
Kiener Lars,2/2,0,100,1,0,0,0
Chernov Ivan,6/10,0,60,1,0,0,0
Meier Aaron,0,0,,,1,1,0
Schwab Yannick,3/4,0,75,1,0,0,0
Lutz Nico,0/1,0,0,1,0,0,0
Stettler Ramon,0,0,,,0,0,0
Giovanelli Marco,2/6,0,33,1,0,1,0
Lory Elias,5/8,2/2,62,1,0,0,0
Eggenberger Nick,0,0,,,0,0,0
Christinat Joël,4/8,0,50,2,1,1,0
Scheidegger Roman,0/2,0/1,0,1,0,0,0
Gruber Nino,11/14,0,78,3,1,0,0
Drollinger Yannick,1/1,0,100,1,0,0,0
Rathgeb Thomas,0/3,0,0,1,0,0,0
