SPIELER,TORE,7M,%,TF,V,2',D
Hunziker Simon,0,0,,,0,0,0
Kiener Lars,1/1,0,100,,0,0,0
Meier Aaron,0,0,,,0,0,0
Stebler Urs,10/13,8/8,76,3,0,0,0
Lutz Nico,3/5,0,60,,0,0,0
Kocher Roman,0,0,,,0,0,0
Christinat Joël,5/6,0,83,,1,1,0
Scheidegger Roman,1/2,0,50,3,0,0,0
Gruber Nino,6/7,0,85,2,0,0,0
Drollinger Yannick,0,0,,,0,2,0
Sorgen Janick,0/1,0,0,1,0,1,0
Rathgeb Thomas,2/4,0,50,1,1,1,0
