KADER,TORE,7M,%,TF,V,2',D
LINDER Luca,0/1,0,0,,0,0,0
FELDER Gabriel,6/9,0,66,,0,0,1
DÄHLER Jonas,1/3,0,33,,0,0,0
SORGEN Janick,0,0,,,0,1,0
RÖMER Flavian,0,0,,,0,0,0
LÜTHI Dario,0,0,,,0,0,0
DANNMEYER Max,2/6,0,33,1,0,1,0
VON DESCHWANDEN Lukas,11/16,4/4,68,2,0,0,0
WINKLER Marc,0,0,,,0,0,0
GUIGNET Damien,2/4,0,50,,0,0,0
SCHWAB Yannick,1/1,0,100,,0,0,0
HUWYLER Stefan,0,0,,,0,0,0
MANSE Cedric,1/1,0,100,,0,1,0
GRUBER Nino,3/3,0,100,,0,0,0
CHERNOV Ivan,2/5,0,40,1,0,1,0
WICK Flavio,0/1,0,0,,0,0,0
