Sa,02.11.19,18:00
M1
Wacker,Thun,2
SPIELER,TORE,7M,%,TF,V,2',D
3,Forrer,Steven,4/5,0,80,1,0,1,0
4,Kiener,Lars,8/13,0,61,,0,0,0
5,Zehr,Tobias,1/2,0,50,,0,1,0
9,Schenk,Adrian,2/3,0,66,,0,0,0
10,Gurtner,Nicolas,3/5,3/4,60,1,0,0,0
11,Antonietti,Sandro,1/1,0,100,,0,2,0
12,Hug,Dominique,0,0,,,0,0,0
15,Ruef,Mauro,3/6,2/3,50,,0,0,0
18,Stüdle,Nicolas,0/1,0,0,,0,0,0
19,Glücki,Valentin,0/3,0,0,1,0,0,0
20,Meier,Aaron,4/6,0,66,,1,1,0
21,Lindner,Jorden,3/3,0,100,,0,1,0
""
TORHÜTER,P/W,7M,%
12,Hug,Dominique,12/34,4/4,36
""
STAFF,V,2',D
A,Gerig,Ciril,0,0,0
B,Kreiner,Sven,0,0,0
C,Sigg,Michael,0,0,0
