KADER,TORE,7M,%,TF,V,2',D
LEUENBERGER Timon,0,0,,,0,0,0
LIECHTI Björn,2/2,0,100,4,0,0,0
LÜTHI Flurin,1/2,0,50,2,0,0,0
CALARESU Noè,0/1,0,0,,0,0,0
DÄHLER Nicolas,4/4,0,100,,0,0,0
LEHMANN David,1/2,0,50,1,0,0,0
KNÖRI Niklas,5/8,0,62,,1,2,0
FREI Mael,0,0,,,0,0,0
HODLER Fynn,0,0,,,0,0,0
JENNI Cédric,8/12,0,66,1,0,0,0
NEIGER Dominic,5/8,0,62,7,0,0,0
STRIKCANI Artan,0,0,,,0,1,0
MARTHALER Ivan,7/8,0,87,10,1,1,0
