KADER,TORE,7M,%,TF,V,2',D
LIECHTI Björn,1/2,0,50,2,0,1,0
CAVIEZEL Tim,0,0,,5,0,0,0
DÄHLER Nicolas,0/1,0,0,,0,0,0
LEHMANN David,0/1,0,0,,0,0,0
KNÖRI Niklas,0/3,0,0,3,0,0,0
WABER Gian,8/10,2/2,80,5,0,1,0
LEUENBERGER Timon,0,0,,,0,0,0
CASPAR Simon,3/7,0,42,,0,1,0
FRISCHKNECHT Lasse,4/13,0/1,30,6,1,1,0
HODLER Fynn,0,0,,,0,0,0
NEIGER Dominic,3/5,0,60,8,0,1,0
