KADER,TORE,7M,%,TF,V,2',D
LIECHTI Björn,0,0,,2,1,0,0
LÜTHI Flurin,3/6,0,50,2,0,0,0
DÄHLER Nicolas,7/7,0,100,,0,0,0
KARLEN Laurent,1/2,0,50,2,1,0,0
LEHMANN David,0/2,0,0,,0,0,0
KNÖRI Niklas,0,0,,1,0,2,0
WABER Gian,1/3,1/2,33,5,0,0,0
SOMMER Luca,0,0,,,0,0,0
CASPAR Simon,6/8,0,75,1,0,0,0
FRISCHKNECHT Lasse,1/2,0,50,1,0,0,0
HODLER Fynn,0,0,,,0,0,0
NEIGER Dominic,6/10,2/5,60,3,1,0,0
STRIKCANI Artan,1/1,0,100,,0,0,0
MARTHALER Ivan,2/3,0,66,3,0,0,0
