21_05_,20_09_,20_08_,21_04_,20_10_,Average Performance (Whole Season),Median Performance (Whole Season),time
0.6666666666666666,-0.3333333333333333,1.125,-0.29166666666666663,0.7833333333333333,0.38999999999999996,0.5283333333333333,1
0.7944444444444444,-0.325,1.3499999999999999,-0.1,0.41666666666666663,0.4272222222222221,0.42194444444444434,2
1.0833333333333333,-0.5,1.4166666666666665,0.0,0.16666666666666666,0.4333333333333333,0.3,3
1.6666666666666667,-0.5,1.1666666666666667,0.0,0.2333333333333333,0.5133333333333334,0.37333333333333335,4
2.0,-0.9666666666666666,1.0,-0.16666666666666666,0.5,0.4733333333333333,0.48666666666666664,5
2.0,-1.6666666666666667,0.9166666666666667,-0.24999999999999997,0.4583333333333333,0.29166666666666663,0.375,6
2.25,-1.3749999999999998,0.9166666666666667,0.08333333333333333,-0.2222222222222222,0.3305555555555556,0.20694444444444446,7
2.5,-1.6666666666666665,0.8333333333333334,0.8,-1.1666666666666667,0.26,0.53,8
2.6111111111111107,-2.972222222222222,0.5833333333333333,1.3333333333333333,-1.3333333333333333,0.04444444444444442,0.31388888888888883,9
2.75,-3.9444444444444446,0.41666666666666663,1.3333333333333333,-1.5,-0.18888888888888894,0.11388888888888885,10
3.333333333333333,-4.208333333333333,0.16666666666666666,1.1666666666666667,-1.9666666666666663,-0.3016666666666666,-0.06749999999999996,11
3.833333333333333,-4.583333333333334,-0.16666666666666666,0.9166666666666667,-2.0,-0.4000000000000002,-0.28333333333333344,12
4.416666666666666,-5.333333333333333,-0.5,1.1666666666666667,-1.7777777777777777,-0.40555555555555556,-0.4527777777777778,13
5.291666666666667,-5.5,0.0,1.5,-1.4166666666666665,-0.02499999999999991,-0.012499999999999956,14
5.666666666666667,-5.5,0.3333333333333333,1.6666666666666667,-1.1666666666666667,0.20000000000000004,0.26666666666666666,15
5.888888888888888,-5.5,-0.08333333333333334,1.3333333333333333,-0.9166666666666667,0.14444444444444432,0.03055555555555549,16
6.25,-5.333333333333333,-0.638888888888889,1.25,-0.27777777777777773,0.2500000000000001,-0.013888888888888812,17
6.916666666666666,-4.833333333333333,0.0,0.9166666666666667,0.3333333333333333,0.6666666666666667,0.5,18
7.166666666666667,-4.666666666666667,-0.08333333333333333,0.611111111111111,0.16666666666666666,0.6388888888888888,0.38888888888888884,19
7.222222222222222,-4.5,-0.5,0.3333333333333333,-0.20833333333333331,0.46944444444444444,0.0625,20
7.066666666666667,-4.766666666666667,-1.1111111111111114,0.16666666666666666,-0.5,0.1711111111111112,-0.16666666666666669,21
6.833333333333333,-4.944444444444444,-1.0,0.0,-0.888888888888889,6.661338147750939e-17,-0.4444444444444445,22
6.916666666666666,-4.583333333333334,-1.25,0.3333333333333333,-1.7777777777777777,-0.07222222222222245,-0.6611111111111112,23
7.25,-4.333333333333333,-1.8333333333333335,0.8333333333333334,-2.5,-0.11666666666666661,-0.9750000000000001,24
7.333333333333333,-3.833333333333333,-2.111111111111111,0.6666666666666666,-2.888888888888889,-0.16666666666666669,-1.1388888888888888,25
7.166666666666667,-3.3333333333333335,-2.0,0.25,-3.1666666666666665,-0.21666666666666662,-1.1083333333333334,26
7.333333333333333,-3.25,-1.7222222222222223,0.6666666666666666,-3.1111111111111107,-0.016666666666666698,-0.8694444444444445,27
7.555555555555556,-3.833333333333333,-1.5,1.1666666666666667,-3.5,-0.022222222222221966,-0.761111111111111,28
7.5,-4.416666666666666,-1.5666666666666669,1.9166666666666665,-4.166666666666667,-0.14666666666666667,-0.8566666666666668,29
7.416666666666667,-4.75,-1.1666666666666665,1.9166666666666665,-4.222222222222222,-0.16111111111111107,-0.6638888888888888,30
8.0,-5.166666666666667,-0.5833333333333333,1.5833333333333335,-4.416666666666666,-0.11666666666666652,-0.34999999999999987,31
8.333333333333334,-5.166666666666667,0.0,1.0,-4.611111111111112,-0.08888888888888893,-0.04444444444444447,32
8.333333333333334,-5.444444444444444,1.0833333333333335,0.41666666666666663,-4.5,-0.022222222222221966,0.19722222222222233,33
7.958333333333333,-5.666666666666667,1.8333333333333333,0.0,-4.083333333333334,0.008333333333333037,0.004166666666666518,34
7.25,-5.75,2.1666666666666665,-0.41666666666666663,-3.555555555555556,-0.06111111111111116,-0.2388888888888889,35
6.75,-5.5,2.3333333333333335,-0.3333333333333333,-3.277777777777778,-0.005555555555555624,-0.16944444444444448,36
6.5,-5.055555555555556,2.2,0.0,-3.833333333333333,-0.03777777777777782,-0.01888888888888891,37
6.75,-4.833333333333333,2.25,-0.25,-4.75,-0.1666666666666666,-0.20833333333333331,38
7.1,-4.833333333333333,,-0.8333333333333333,-5.5,-1.0166666666666666,-1.0166666666666666,39
7.333333333333334,-5.166666666666666,,-1.5,-6.444444444444444,-1.444444444444444,-1.5,40
8.0,-5.75,,-2.0,-7.055555555555556,-1.701388888888889,-2.0,41
8.583333333333332,-6.222222222222222,,-2.5,-6.75,-1.7222222222222225,-2.5,42
8.625,-6.333333333333333,,-3.0,-7.0,-1.9270833333333333,-3.0,43
8.5,-6.0,,-4.166666666666666,-7.5,-2.2916666666666665,-4.166666666666666,44
8.333333333333332,-5.583333333333333,,-5.388888888888889,-8.0,-2.6597222222222223,-5.388888888888889,45
7.444444444444444,-4.75,,-5.666666666666667,-8.208333333333334,-2.7951388888888893,-4.75,46
6.5,-3.8333333333333335,,-5.416666666666666,-8.416666666666668,-2.791666666666667,-3.8333333333333335,47
5.708333333333333,-3.25,,-5.25,-8.444444444444445,-2.8090277777777777,-3.25,48
5.583333333333334,-2.916666666666667,,-5.5,-8.166666666666666,-2.75,-2.916666666666667,49
5.833333333333333,-2.8333333333333335,,-6.541666666666666,-7.791666666666667,-2.8333333333333335,-2.8333333333333335,50
6.333333333333333,-2.8333333333333335,,-7.083333333333334,-7.0,-2.6458333333333335,-2.8333333333333335,51
6.722222222222222,-3.0,,-6.75,-6.75,-2.4444444444444446,-3.0,52
6.583333333333334,-2.916666666666667,,-5.9444444444444455,-6.611111111111112,-2.2222222222222223,-2.916666666666667,53
6.388888888888888,-2.8333333333333335,,-5.666666666666667,-6.722222222222222,-2.2083333333333335,-2.8333333333333335,54
6.166666666666667,-2.8333333333333335,,-5.733333333333333,-6.866666666666665,-2.3166666666666664,-2.8333333333333335,55
5.700000000000001,-2.916666666666667,,-5.75,-6.5,-2.3666666666666663,-2.916666666666667,56
5.833333333333334,-3.0,,,-6.333333333333333,-1.1666666666666663,-2.083333333333333,57
6.166666666666667,-3.1249999999999996,,,-6.055555555555556,-1.0046296296296295,-2.0648148148148144,58
6.083333333333334,-3.0833333333333335,,,-5.5,-0.8333333333333331,-1.9583333333333333,59
