SPIELER,TORE,7M,%,TF,V,2',D
Klenja Emush,0,0,,2,0,0,0
Antonietti Claudio,4/6,0,66,1,0,0,0
Neuenschwander Dominic,0/1,0,0,,0,2,0
van den Nobelen Timon,2/3,0,66,2,0,0,0
Bunke Seraphin,0/1,0,0,1,0,0,0
Schenk Adrian,0/1,0,0,,0,0,0
Baumann Yanic,6/8,0,75,2,0,0,0
Schär Nicola,4/6,0,66,1,0,0,0
Stettler Tim,2/5,0,40,1,0,1,0
Gobeli Sven,0,0,,1,0,0,0
Ruef Mauro,5/5,0,100,1,0,0,0
Christen Keanu,2/2,0,100,1,0,0,0
Römer Flavian,6/10,1/1,60,1,1,0,0
Schöni Gregory,0/1,0,0,,0,0,0
