SPIELER,TORE,7M,%,TF,V,2',D
Zuege Tim,0,0,,,0,0,0
Karlen Janes,0,0,,,0,0,0
Kiener Lars,0,0,,,0,0,0
Chernov Ivan,0,0,,1,0,0,1
Schwab Yannick,2/3,0,66,1,1,0,0
Stebler Urs,3/4,0,75,1,1,1,0
Lutz Nico,3/5,0,60,1,0,0,0
Gerber Alain,0,0,,,0,0,0
Giovanelli Marco,1/4,0,25,2,0,0,0
Christinat Joël,3/14,0,21,2,0,2,0
Scheidegger Roman,1/1,0,100,,0,0,0
Gruber Nino,8/10,0,80,,1,0,0
Drollinger Yannick,0/1,0,0,,0,0,0
Manse Cedric,5/7,2/3,71,3,0,0,0
