SPIELER,TORE,7M,%,TF,V,2',D
Zuege Tim,0,0,,,0,0,0
Karlen Janes,0/4,0,0,,0,1,0
Chernov Ivan,4/9,0,44,,0,0,0
Schwab Yannick,2/2,0,100,,0,1,0
Stebler Urs,1/4,0/1,25,1,0,1,0
Lutz Nico,2/5,0,40,,0,1,0
Giovanelli Marco,1/5,0,20,1,1,0,0
Lory Elias,0,0,,1,0,0,0
Stettler Ramon,0,0,,,0,0,0
Christinat Joël,10/11,0,90,5,0,1,0
Scheidegger Roman,1/4,0,25,,0,0,0
Gruber Nino,0,0,,,0,0,1
Drollinger Yannick,0,0,,,0,1,0
Sorgen Janick,1/3,1/2,33,,0,0,0
