So,07.10.18,19:00
M1
Wacker,Thun,2
SPIELER,TORE,7M,%,TF,V,2',D
2,Meier,Aaron,4/6,0,66,6,1,2,0
4,Meier,Joris,2/4,0,50,1,0,0,0
5,Zehr,Tobias,1/2,0,50,1,0,0,0
7,Schwab,Yannick,0,0,,1,0,1,0
8,Bunke,Seraphin,0/1,0,0,1,1,0,0
10,Lindner,Jorden,0,0,,2,0,0,0
11,Antonietti,Sandro,3/3,0,100,2,1,1,0
12,Hug,Dominique,0,0,,,0,0,0
13,Schär,Nicola,1/2,0,50,,0,0,0
14,Kiener,Lars,1/3,0,33,1,0,0,0
15,Ruef,Mauro,2/3,0,66,,0,0,0
16,Manz,Remo,0,0,,,0,0,0
17,Lory,Elias,4/9,2/3,44,1,0,0,0
20,Baumgartner,Serafin,3/4,0,75,,0,1,0
""
TORHÜTER,P/W,7M,%
16,Manz,Remo,18/38,1/3,48
""
STAFF,V,2',D
A,Baumann,Simon,0,0,0
B,Gehrig,Ciril,1,0,0
