Sa,16.02.19,19:45
M1
Wacker,Thun,2
SPIELER,TORE,7M,%,TF,V,2',D
2,Meier,Aaron,0/2,0,0,1,0,0,0
3,Forrer,Steven,3/7,0/3,42,2,1,1,0
4,Meier,Joris,5/8,0,62,4,0,0,0
5,Zehr,Tobias,0,0,,,0,0,0
7,Schwab,Yannick,1/2,0,50,,0,1,0
9,Schenk,Adrian,1/1,0,100,,0,1,0
11,Kiener,Lars,0,0,,,0,0,0
12,Gobeli,Sven,0,0,,,0,0,0
13,Schär,Nicola,2/3,0,66,2,0,0,0
14,Chernov,Ivan,6/10,0,60,1,0,0,0
15,Ruef,Mauro,1/1,0,100,,0,0,0
16,Stettler,Ramon,0,0,,3,0,0,0
18,Stüdle,Nicolas,1/1,0,100,1,0,0,0
20,Baumgartner,Serafin,0/2,0/1,0,,1,0,0
""
TORHÜTER,P/W,7M,%
12,Gobeli,Sven,1/9,,12
16,Stettler,Ramon,11/28,2/4,40
""
STAFF,V,2',D
A,Baumann,Simon,0,0,0
B,Gehrig,Ciril,0,0,0
C,Lory,Elias,0,0,0
