Sa,08.09.18,18:00
M1
Wacker,Thun,2
SPIELER,TORE,7M,%,TF,V,2',D
3,Forrer,Steven,1/4,0/1,25,1,0,0,0
5,Zehr,Tobias,3/3,0,100,,0,0,0
7,van,den,Nobelen,Timon,4/9,0,44,,0,1,0
8,Bunke,Seraphin,0/2,0/1,0,,0,0,0
11,Antonietti,Sandro,2/3,0,66,,1,1,0
12,Hug,Dominique,0,0,,,0,0,0
13,Schär,Nicola,1/6,0,16,,0,0,0
14,Giannoni,Raffaele,2/4,0,50,,1,1,0
16,Manz,Remo,0,0,,,0,0,0
17,Lory,Elias,6/10,2/3,60,,0,0,0
18,Stüdle,Nicolas,2/2,0,100,,0,0,0
19,Glücki,Valentin,1/2,0,50,,0,0,0
20,Schöni,Gregory,1/2,0,50,,0,0,0
""
TORHÜTER,P/W,7M,%
12,Hug,Dominique,9/33,0/4,28
""
STAFF,V,2',D
A,Baumann,Simon,0,0,0
