So,04.11.18,19:30
M1
Wacker,Thun,2
SPIELER,TORE,7M,%,TF,V,2',D
2,Meier,Aaron,0/2,0,0,,0,0,0
5,Zehr,Tobias,0/4,0,0,1,0,0,0
7,van,den,Nobelen,Timon,3/6,0,50,,0,0,0
8,Bunke,Seraphin,3/5,2/2,60,2,0,0,0
9,Schenk,Adrian,1/2,0,50,,0,0,0
11,Antonietti,Sandro,3/5,0,60,2,1,0,0
12,Hug,Dominique,0,0,,,0,0,0
13,Schär,Nicola,1/1,0,100,,0,0,0
15,Ruef,Mauro,1/1,0,100,,0,1,0
16,Zuege,Tim,0,0,,,0,0,0
17,Lory,Elias,8/14,1/3,57,4,1,0,0
18,Stüdle,Nicolas,0/2,0,0,,0,1,0
19,Glücki,Valentin,2/4,0,50,1,1,0,0
20,Schöni,Gregory,0/1,0,0,,0,0,0
""
TORHÜTER,P/W,7M,%
12,Hug,Dominique,4/19,,22
16,Zuege,Tim,5/23,0/2,22
""
STAFF,V,2',D
A,Baumann,Simon,1,0,0
