Fr,11.01.19,20:15
M1
Wacker,Thun,2
SPIELER,TORE,7M,%,TF,V,2',D
2,Meier,Aaron,1/2,0,50,,0,0,0
5,Zehr,Tobias,0/1,0,0,,0,0,0
8,Bunke,Seraphin,0,0,,1,1,0,0
9,Schenk,Adrian,1/3,0,33,1,1,1,0
10,Chernov,Ivan,0/1,0,0,,1,1,0
11,Manse,Cedric,3/6,0,50,1,0,0,0
12,Gobeli,Sven,0,0,,,0,0,0
13,Schär,Nicola,0,0,,,0,0,0
14,Sorgen,Janick,4/5,0,80,3,0,0,0
15,Ruef,Mauro,0/2,0,0,,0,0,0
16,Manz,Remo,0,0,,,0,0,0
17,Lory,Elias,10/13,4/4,76,2,0,0,0
19,Lutz,Nico,3/4,0,75,1,0,0,0
20,Baumgartner,Serafin,3/6,0,50,1,0,1,0
""
TORHÜTER,P/W,7M,%
16,Manz,Remo,12/36,1/4,34
""
STAFF,V,2',D
A,Badertscher,Claudio,0,0,0
B,Gehrig,Ciril,0,0,0
C,Hug,Dominique,0,0,0
D,Forrer,Steven,0,0,0
