Mi,15.03.23,19:00
QHL
Wacker,Thun
KADER,TORE,7M,%,TF,V,2',D
3,LINDER,Luca,1/3,0,33,,0,0,0
4,FELDER,Gabriel,0,0,,1,0,0,0
6,DÄHLER,Jonas,3/3,0,100,,0,1,0
7,SORGEN,Janick,1/2,0,50,,1,1,0
8,RÖMER,Leandro,0,0,,1,0,0,0
9,LÜTHI,Dario,0,0,,,1,0,0
10,DANNMEYER,Max,3/6,0,50,1,0,0,0
15,BAUMANN,Yanic,0/1,0,0,1,0,0,0
16,WINKLER,Marc,0,0,,,0,0,0
18,SCHWAB,Yannick,0,0,,,0,0,0
19,HUWYLER,Stefan,0,0,,,0,0,0
20,MANSE,Cedric,9/11,3/3,81,,0,1,0
21,GRUBER,Nino,0/1,0,0,,0,0,0
22,CHERNOV,Ivan,0/2,0,0,1,1,0,0
23,WICK,Flavio,0,0,,,0,0,0
26,DELHEES,Ron,4/8,0,50,2,0,0,0
""
GOALIE,P/W,7M,%
16,WINKLER,Marc,10/38,0/1,27
""
STAFF,V,2',D
A,BADERTSCHER,Remo,0,0,0
B,CASPAR,Roman,0,0,0
C,ZMOOS,Fabienne,0,0,0
