Sa,03.12.22,17:00

Wacker,Thun
KADER,TORE,7M,%,TF,V,2',D
3,Linder,Luca,5/6,3/4,83,,0,0,0
4,Felder,Gabriel,1/2,0,50,,0,0,0
6,DÄHLER,Jonas,2/4,0,50,,0,0,0
7,SORGEN,Janick,2/3,0,66,1,0,3,0
8,Römer,Flavian,0/2,0,0,1,0,0,0
9,Lüthi,Dario,1/1,0,100,,0,1,0
10,DANNMEYER,Max,5/9,0,55,3,0,0,0
16,WINKLER,Marc,0,0,,,0,0,0
17,Guignet,Damien,2/4,0,50,2,0,0,0
18,Schwab,Yannick,0,0,,,0,0,0
19,Huwyler,Stefan,0,0,,,0,0,0
20,Manse,Cedric,1/2,0,50,2,0,0,0
21,Gruber,Nino,2/2,0,100,,0,0,0
22,Chernov,Ivan,3/5,0,60,3,0,0,0
23,Wick,Flavio,0,0,,,0,0,0

TORHÜTER*IN,P/W,7M,%
16,WINKLER,Marc,21/43,1/3,49

STAFF,V,2',D
A,Caspar,Roman,0,0,0
B,Badertscher,Remo,0,0,0
C,Duss,Anthea,0,0,0
D,Baumann,Simon,0,0,0
