Mi,16.11.22,19:30
QHL
Wacker,Thun
KADER,TORE,7M,%,TF,V,2',D
3,LINDER,Luca,7/8,4/4,87,,0,0,0
6,DÄHLER,Jonas,1/3,0,33,1,0,0,0
7,SORGEN,Janick,4/5,0,80,1,0,0,0
8,RÖMER,Flavian,2/5,0,40,1,0,0,0
9,LÜTHI,Dario,0,0,,,0,1,0
10,DANNMEYER,Max,0/2,0,0,,0,0,0
14,VON,DESCHWANDEN,Lukas,6/9,0,66,,0,1,0
16,WINKLER,Marc,0,0,,,0,0,0
17,GUIGNET,Damien,1/2,0,50,1,0,0,0
19,HUWYLER,Stefan,2/2,0,100,,0,0,0
20,MANSE,Cedric,0,0,,,0,0,0
21,GRUBER,Nino,1/3,0,33,,0,0,0
22,CHERNOV,Ivan,1/3,0,33,,0,0,0
23,WICK,Flavio,0,0,,,0,0,0
25,RÖMER,Leandro,0,0,,,0,0,0
26,DELHEES,Ron,2/5,0,40,1,1,1,0

TORHÜTER*IN,P/W,7M,%
16,WINKLER,Marc,4/10,,40
23,WICK,Flavio,9/32,0/1,29

STAFF,V,2',D
A,CASPAR,Roman,0,0,0
B,BADERTSCHER,Remo,0,0,0
C,DÄHLER,Cyril,0,0,0
