So,16.04.23,17:00
""
Wacker,Thun
KADER,TORE,7M,%,TF,V,2',D
3,LINDER,Luca,7/11,3/4,63,1,0,1,0
4,FELDER,Gabriel,3/5,0,60,1,0,0,0
5,RAEMY,Nicolas,0/2,0,0,2,0,0,0
6,DÄHLER,Jonas,1/1,0,100,1,0,0,0
7,SORGEN,Janick,0,0,,,0,0,0
8,RÖMER,Flavian,0,0,,,0,0,0
9,LÜTHI,Dario,0,0,,,0,1,0
10,DANNMEYER,Max,4/8,0,50,2,1,1,0
16,WINKLER,Marc,0,0,,,0,0,0
17,GUIGNET,Damien,1/2,0,50,1,0,0,0
18,SCHWAB,Yannick,1/1,0,100,,0,0,0
19,HUWYLER,Stefan,0,0,,,1,1,0
20,MANSE,Cedric,2/2,0,100,2,0,0,0
21,GRUBER,Nino,0/1,0,0,,0,0,0
22,CHERNOV,Ivan,0/1,0,0,,0,0,0
23,WICK,Flavio,0,0,,,0,0,0
""
GOALIE,P/W,7M,%
16,WINKLER,Marc,8/26,,31
23,WICK,Flavio,2/5,,40
""
STAFF,V,2',D
A,BADERTSCHER,Remo,0,0,0
B,CASPAR,Roman,0,0,0
C,DÄHLER,Cyril,0,0,0
