Mi,08.02.23,19:30
QHL
Wacker,Thun
KADER,TORE,7M,%,TF,V,2',D
3,LINDER,Luca,0,0,,,0,0,0
4,FELDER,Gabriel,0/2,0,0,,0,0,0
5,RAEMY,Nicolas,1/4,0,25,2,0,0,0
6,DÄHLER,Jonas,1/3,0,33,,0,0,0
7,SORGEN,Janick,2/2,0,100,1,0,0,0
9,LÜTHI,Dario,0,0,,,0,1,0
10,DANNMEYER,Max,0/2,0,0,,0,0,0
14,VON,DESCHWANDEN,Lukas,10/15,2/2,66,2,0,0,0
16,WINKLER,Marc,0,0,,,0,0,0
17,GUIGNET,Damien,1/2,0,50,1,0,0,0
18,SCHWAB,Yannick,3/3,0,100,,0,0,0
19,HUWYLER,Stefan,0,0,,,1,1,0
20,MANSE,Cedric,0,0,,1,0,0,0
21,GRUBER,Nino,2/2,0,100,,0,1,0
22,CHERNOV,Ivan,6/7,0,85,1,0,0,0
23,WICK,Flavio,0,0,,,0,0,0
""
GOALIE,P/W,7M,%
16,WINKLER,Marc,2/8,,25
23,WICK,Flavio,8/32,,25
""
STAFF,V,2',D
A,BADERTSCHER,Remo,0,0,0
B,CASPAR,Roman,0,0,0
C,BLASER,Marc-Joel,0,0,0
