Fr,11.03.22,19:30
QHL
Wacker,Thun
SPIELER,TORE,7M,%,TF,V,2',D
3,LINDER,Luca,6/7,3/3,85,,0,0,0
4,FELDER,Gabriel,2/4,0,50,,1,1,0
5,RAEMY,Nicolas,6/8,0,75,1,0,0,0
6,DÄHLER,Jonas,2/2,0,100,,0,0,0
7,SORGEN,Janick,2/2,0,100,1,0,0,0
9,LÜTHI,Dario,0,0,,,0,0,0
10,DANNMEYER,Max,2/4,0,50,,0,0,0
17,GUIGNET,Damien,3/4,0,75,1,0,0,0
18,SCHWAB,Yannick,2/3,0,66,,0,1,0
19,HUWYLER,Stefan,0,0,,,0,0,0
21,GRUBER,Nino,1/2,0,50,,0,1,0
22,CHERNOV,Ivan,0,0,,,0,0,0
23,WICK,Flavio,0,0,,,0,0,0
25,SUTER,Nicolas,4/5,0,80,,0,0,0
26,DELHEES,Ron,3/4,0,75,1,0,0,0
""
TORHÜTER*IN,P/W,7M,%
23,WICK,Flavio,14/42,1/3,34
""
STAFF,V,2',D
A,CASPAR,Roman,0,0,0
B,BADERTSCHER,Remo,0,0,0
C,DUSS,Anthea,0,0,0
D,VON,DESCHWANDEN,Lukas,0,0,0
