Mi,15.12.21,20:00
QHL
Wacker,Thun
SPIELER,TORE,7M,%,TF,V,2',D
4,FELDER,Gabriel,3/4,0,75,,0,0,0
5,RAEMY,Nicolas,1/4,0,25,,0,0,0
6,DÄHLER,Jonas,0/1,0,0,,0,0,0
7,SORGEN,Janick,0,0,,,0,0,0
8,RÖMER,Flavian,0,0,,,0,0,0
9,LÜTHI,Dario,1/2,0,50,,0,0,0
16,WINKLER,Marc,0,0,,,0,0,0
17,GUIGNET,Damien,3/8,0,37,2,0,0,0
18,SCHWAB,Yannick,0/1,0,0,1,0,0,0
19,HUWYLER,Stefan,0,0,,,0,1,0
21,GRUBER,Nino,3/4,0,75,,0,0,0
22,CHERNOV,Ivan,0,0,,,0,0,0
23,WICK,Flavio,0,0,,1,0,0,0
25,SUTER,Nicolas,8/11,4/4,72,2,0,0,0
26,DELHEES,Ron,8/11,0,72,2,0,0,0
""
TORHÜTER,P/W,7M,%
23,WICK,Flavio,15/37,,41
""
STAFF,V,2',D
A,CASPAR,Roman,0,0,0
B,BADERTSCHER,Remo,0,0,0
C,DÄHLER,Cyril,0,0,0
D,VON,DESCHWANDEN,Lukas,0,0,0
