Sa,16.11.19,19:00
MNLB
TV,Steffisburg
SPIELER,TORE,7M,%,TF,V,2',D
1,Zuege,Tim,0,0,,,0,0,0
2,Karlen,Janes,2/3,0,66,,0,0,0
6,Chernov,Ivan,1/3,0,33,3,1,0,0
8,Schwab,Yannick,4/5,0,80,,1,2,0
10,Lutz,Nico,1/1,0,100,1,0,0,0
14,Giovanelli,Marco,6/10,0,60,4,0,0,0
15,Lory,Elias,2/4,0,50,4,0,0,0
16,Stettler,Ramon,0,0,,,0,0,0
17,Christinat,Joël,0/2,0,0,,0,0,0
18,Scheidegger,Roman,1/2,0,50,1,0,0,0
19,Gruber,Nino,2/5,0,40,1,1,0,0
21,Drollinger,Yannick,0/1,0,0,,0,0,0
23,Manse,Cedric,7/9,4/5,77,,0,0,0
24,Sorgen,Janick,0/1,0,0,,0,3,0
""
TORHÜTER,P/W,7M,%
1,Zuege,Tim,0/1,0/1,0
16,Stettler,Ramon,11/36,0/2,31
""
STAFF,V,2',D
A,Bleuer,Dominic,0,0,0
B,Hüsser,Markus,0,0,0
C,Drollinger,Markus,0,0,0
