Sa,08.02.20,19:00
MNLB
TV,Steffisburg
SPIELER,TORE,7M,%,TF,V,2',D
1,Stettler,Ramon,1/2,0,50,,0,0,0
2,Karlen,Janes,0,0,,,0,0,0
6,Chernov,Ivan,1/4,0,25,1,0,0,0
8,Schwab,Yannick,0,0,,,1,1,0
10,Lutz,Nico,1/2,0,50,2,0,0,0
14,Giovanelli,Marco,6/11,0,54,,1,0,0
15,Lory,Elias,1/1,0,100,1,0,0,0
16,Kocher,Roman,0,0,,,0,0,0
17,Christinat,Joël,2/9,0,22,2,0,0,0
18,Scheidegger,Roman,1/4,0,25,1,0,0,0
19,Gruber,Nino,2/8,0,25,,0,1,0
21,Drollinger,Yannick,0,0,,,0,1,0
23,Manse,Cedric,7/10,5/6,70,3,0,0,0
24,Sorgen,Janick,0/2,0,0,1,0,0,0
""
TORHÜTER,P/W,7M,%
1,Stettler,Ramon,13/36,1/5,37
16,Kocher,Roman,1/4,0/2,25
""
STAFF,V,2',D
A,Hüsser,Markus,0,0,0
