Sa,21.09.19,16:30
MNLB
TV,Steffisburg
SPIELER,TORE,7M,%,TF,V,2',D
2,Karlen,Janes,0/1,0/1,0,,0,0,0
4,Kiener,Lars,1/1,0,100,,0,0,0
7,Meier,Aaron,0,0,,1,1,0,0
8,Schwab,Yannick,2/3,0,66,,0,1,0
9,Stebler,Urs,4/7,1/2,57,3,0,1,0
10,Lutz,Nico,1/3,0,33,2,1,1,0
12,Gerber,Alain,0,0,,,0,0,0
14,Giovanelli,Marco,6/8,0,75,4,0,0,0
15,Lory,Elias,1/2,0,50,1,0,0,0
16,Stettler,Ramon,0,0,,1,0,0,0
17,Christinat,Joël,5/11,0,45,1,0,1,0
18,Scheidegger,Roman,0/2,0,0,1,0,0,0
19,Gruber,Nino,3/8,0,37,,0,0,0
21,Drollinger,Yannick,0/1,0,0,,0,0,0
""
TORHÜTER,P/W,7M,%
16,Stettler,Ramon,13/43,1/6,31
""
STAFF,V,2',D
A,Bleuer,Dominic,0,0,0
B,Hüsser,Markus,0,0,0
C,Drollinger,Markus,0,0,0
D,Sorgen,Yanik,0,0,0
