Mi,13.11.19,19:30
MNLA
Wacker,Thun
SPIELER,TORE,7M,%,TF,V,2',D
2,Holm,Phillip,0,0,,3,0,0,0
6,Dähler,Jonas,4/5,0,80,1,1,1,0
7,Suter,Nicolas,5/8,0,62,,0,2,0
8,Giovanelli,Marco,1/2,0,50,,0,0,0
10,Lanz,Thomas,1/1,0,100,,0,1,0
11,Wyttenbach,Ivan,1/2,0/1,50,,0,0,0
12,Zuege,Tim,0/1,0,0,,0,0,0
13,Friedli,Reto,2/2,0,100,,0,0,0
14,Lüthi,Dario,1/2,0,50,4,0,0,0
15,Huwyler,Simon,1/1,0,100,1,0,0,0
19,Huwyler,Stefan,0,0,,,1,0,0
20,Haas,Noah,3/6,0,50,,0,0,0
21,Gruber,Nino,0,0,,,0,0,0
23,Wick,Flavio,0,0,,,0,0,0
25,Bouilloux,Roman,3/5,0,60,1,0,0,0
26,Delhees,Ron,5/9,0,55,1,0,0,0
""
TORHÜTER,P/W,7M,%
12,Zuege,Tim,1/6,0/1,17
23,Wick,Flavio,6/37,0/3,17
""
STAFF,V,2',D
A,Rubin,Martin,0,0,0
B,Badertscher,Remo,0,0,0
C,Dähler,Cyril,0,0,0
D,Felder,Gabriel,0,0,0
