SPIELER,TORE,7M,%,TF,V,2',D
Forrer Steven,1/4,0/1,25,1,0,0,0
Zehr Tobias,3/3,0,100,,0,0,0
van den Nobelen Timon,4/9,0,44,,0,1,0
Bunke Seraphin,0/2,0/1,0,,0,0,0
Antonietti Sandro,2/3,0,66,,1,1,0
Hug Dominique,0,0,,,0,0,0
Schär Nicola,1/6,0,16,,0,0,0
Giannoni Raffaele,2/4,0,50,,1,1,0
Manz Remo,0,0,,,0,0,0
Lory Elias,6/10,2/3,60,,0,0,0
Stüdle Nicolas,2/2,0,100,,0,0,0
Glücki Valentin,1/2,0,50,,0,0,0
Schöni Gregory,1/2,0,50,,0,0,0
