SPIELER,TORE,7M,%,TF,V,2',D
Forrer Steven,4/6,0/1,66,4,1,2,0
Recher Jan,4/5,3/4,80,,0,0,0
Lindner Jorden,0/3,0/1,0,1,0,0,0
van den Nobelen Timon,3/9,0,33,,1,0,0
Antonietti Claudio,1/1,0,100,3,0,0,0
Gurtner Nicolas,0/1,0,0,2,0,1,0
Stettler Nils,3/4,1/1,75,1,0,0,0
Gobeli Sven,0,0,,,0,0,0
Schär Nicola,1/3,0,33,,0,0,0
Ruef Mauro,2/5,0,40,1,0,0,0
Manz Remo,0,0,,,0,0,0
Stüdle Nicolas,2/3,0,66,1,0,0,0
Stettler Jan,3/6,0,50,3,0,0,0
Schöni Gregory,3/4,0,75,,1,1,0
