SPIELER,TORE,7M,%,TF,V,2',D
Meier Aaron,6/10,0,60,2,0,0,0
Forrer Steven,2/7,0,28,5,0,1,0
Zehr Tobias,0,0,,,0,0,0
Schwab Yannick,4/5,0,80,,1,0,0
Bunke Seraphin,0,0,,,0,0,0
Schenk Adrian,1/2,0,50,,0,1,0
Kiener Lars,2/5,0,40,,0,0,0
Gobeli Sven,0,0,,,0,0,0
Schär Nicola,0/2,0,0,,0,0,0
Chernov Ivan,8/11,0,72,3,1,0,0
Ruef Mauro,1/2,0,50,,0,0,0
Stettler Ramon,0,0,,,0,0,0
Lory Elias,2/2,0,100,,0,0,0
Baumgartner Serafin,3/4,0,75,,0,0,0
