So,02.12.18,16:00
MNLB
TV,Steffisburg
SPIELER,TORE,7M,%,TF,V,2',D
1,Hunziker,Simon,0,0,,2,0,0,0
3,Baumgartner,Serafin,0,0,,,0,0,0
7,Meier,Aaron,0,0,,1,1,0,0
9,Stebler,Urs,7/8,3/3,87,3,0,1,0
10,Lutz,Nico,3/4,0,75,1,0,0,0
12,Kocher,Roman,0,0,,,0,0,0
15,Lory,Elias,0/1,0,0,,0,0,0
17,Christinat,Joël,3/6,0,50,,0,0,0
18,Scheidegger,Roman,3/8,0,37,3,0,0,0
19,Gruber,Nino,4/5,0,80,2,1,1,0
21,Drollinger,Yannick,1/4,0,25,,0,1,0
24,Sorgen,Janick,4/6,1/1,66,2,0,1,0
27,Zwahlen,Thomas,2/3,0,66,2,0,0,0
28,Rathgeb,Thomas,0/4,0,0,,0,0,0
""
TORHÜTER,P/W,7M,%
1,Hunziker,Simon,21/52,2/4,41
""
STAFF,V,2',D
A,Bleuer,Dominic,0,0,0
B,Hüsser,Markus,0,0,0
C,Drollinger,Markus,0,0,0
D,Kuisheer,Mark,0,0,0
