Fr,22.02.19,20:30
MNLB
TV,Steffisburg
SPIELER,TORE,7M,%,TF,V,2',D
1,Hunziker,Simon,0,0,,,0,0,0
3,Baumgartner,Serafin,0,0,,,0,0,0
8,Schwab,Yannick,1/1,0,100,,0,1,0
9,Stebler,Urs,0,0,,,0,0,0
10,Lutz,Nico,2/2,0,100,,1,0,0
12,Kocher,Roman,0,0,,,0,0,0
14,Giovanelli,Marco,3/4,0,75,1,0,0,0
17,Christinat,Joël,3/6,0,50,,0,1,0
18,Scheidegger,Roman,0/2,0,0,1,0,0,0
19,Gruber,Nino,8/8,0,100,,0,0,0
22,Felder,Gabriel,4/7,0/1,57,3,0,0,0
23,Manse,Cedric,4/5,4/4,80,1,1,1,0
24,Sorgen,Janick,5/8,0,62,1,0,1,0
28,Rathgeb,Thomas,4/6,0,66,,0,0,0
""
TORHÜTER,P/W,7M,%
1,Hunziker,Simon,14/43,0/2,33
12,Kocher,Roman,0/1,0/1,0
""
STAFF,V,2',D
A,Bleuer,Dominic,0,0,0
B,Hüsser,Markus,0,0,0
C,Drollinger,Markus,0,0,0
