So,17.02.19,15:30
MNLB
TV,Steffisburg
SPIELER,TORE,7M,%,TF,V,2',D
1,Hunziker,Simon,0,0,,,0,0,1
3,Baumgartner,Serafin,2/2,0,100,,0,1,0
8,Schwab,Yannick,0/1,0,0,,1,0,0
10,Lutz,Nico,2/3,0,66,,0,0,0
14,Giovanelli,Marco,0/2,0,0,1,0,0,0
16,Kocher,Roman,0,0,,,0,0,0
17,Christinat,Joël,0/2,0,0,,0,1,0
18,Scheidegger,Roman,0/1,0,0,,0,0,0
19,Gruber,Nino,2/4,0,50,,0,1,0
21,Drollinger,Yannick,1/3,0,33,,0,0,0
22,Felder,Gabriel,1/3,0,33,,0,0,0
23,Manse,Cedric,10/11,5/6,90,2,0,0,0
24,Sorgen,Janick,3/6,0,50,2,1,1,0
28,Rathgeb,Thomas,2/3,0,66,5,0,0,0
""
TORHÜTER,P/W,7M,%
1,Hunziker,Simon,8/33,0/4,25
16,Kocher,Roman,0/4,,0
""
STAFF,V,2',D
A,Bleuer,Dominic,1,1,0
B,Hüsser,Markus,0,0,0
C,Drollinger,Markus,0,0,0
