Sa,08.12.18,15:15
MNLB
TV,Steffisburg
SPIELER,TORE,7M,%,TF,V,2',D
1,Hunziker,Simon,0,0,,,0,0,0
8,Schwab,Yannick,0,0,,2,0,0,0
9,Stebler,Urs,0/1,0,0,,0,0,0
10,Lutz,Nico,0/2,0,0,,0,1,0
12,Kocher,Roman,0,0,,,0,0,0
14,Giovanelli,Marco,0/2,0,0,1,0,1,0
17,Christinat,Joël,3/10,0,30,1,0,0,0
18,Scheidegger,Roman,0,0,,,0,0,0
19,Gruber,Nino,3/5,0,60,,0,1,0
22,Felder,Gabriel,6/8,0,75,2,0,1,0
23,Manse,Cedric,1/5,0/1,20,,0,0,0
24,Sorgen,Janick,5/7,0,71,3,0,0,0
27,Zwahlen,Thomas,3/5,0,60,1,0,0,0
28,Rathgeb,Thomas,4/9,0,44,1,0,0,0
""
TORHÜTER,P/W,7M,%
1,Hunziker,Simon,6/36,0/2,17
""
STAFF,V,2',D
A,Bleuer,Dominic,0,0,0
B,Hüsser,Markus,0,0,0
C,Drollinger,Markus,0,0,0
D,Eggenberg,Nick,0,0,0
