Sa,08.09.18,18:00
MNLB
TV,Steffisburg
SPIELER,TORE,7M,%,TF,V,2',D
1,Wyss,Dominique,0,0,,,0,0,0
3,Baumgartner,Serafin,2/2,0,100,,0,0,0
7,Meier,Aaron,0/1,0,0,1,0,0,0
9,Stebler,Urs,0/2,0,0,2,0,1,0
10,Lutz,Nico,1/1,0,100,,0,0,0
12,Stettler,Ramon,0,0,,,0,0,0
14,Giovanelli,Marco,3/4,0,75,2,1,1,0
17,Christinat,Joël,5/8,0,62,3,0,2,0
19,Gruber,Nino,1/3,0,33,1,0,0,0
20,Guignet,Damien,0,0,,,0,0,0
21,Drollinger,Yannick,0/1,0,0,,0,0,0
22,Felder,Gabriel,1/5,0,20,2,0,0,0
23,Manse,Cedric,1/4,0,25,3,0,1,0
24,Sorgen,Janick,9/11,6/7,81,1,1,1,0
""
TORHÜTER,P/W,7M,%
1,Wyss,Dominique,14/44,0/3,32
12,Stettler,Ramon,4/10,0/1,40
""
STAFF,V,2',D
A,Bleuer,Dominic,1,0,0
B,Drollinger,Markus,0,0,0
C,Eggenberger,Nick,0,0,0
