Sa,09.02.19,18:00
MNLB
TV,Steffisburg
SPIELER,TORE,7M,%,TF,V,2',D
1,Hunziker,Simon,0,0,,,0,0,0
4,Kiener,Lars,1/3,0,33,,0,0,0
9,Stebler,Urs,0/2,0,0,,0,0,0
10,Lutz,Nico,0,0,,,0,0,0
12,Kocher,Roman,0,0,,,0,0,0
14,Giovanelli,Marco,3/7,0,42,,0,0,0
17,Christinat,Joël,1/6,0,16,3,0,1,0
18,Scheidegger,Roman,0,0,,2,0,1,0
19,Gruber,Nino,0/4,0,0,2,0,1,0
21,Drollinger,Yannick,1/1,0,100,,0,0,0
22,Felder,Gabriel,0/2,0,0,,1,0,0
23,Manse,Cedric,3/6,2/2,50,,0,0,0
24,Sorgen,Janick,4/5,0,80,2,1,0,0
28,Rathgeb,Thomas,2/5,0,40,5,0,0,0
""
TORHÜTER,P/W,7M,%
1,Hunziker,Simon,5/25,1/2,20
12,Kocher,Roman,6/11,0/1,55
""
STAFF,V,2',D
A,Bleuer,Dominic,0,0,0
B,Hüsser,Markus,0,0,0
C,Drollinger,Markus,0,0,0
