20_02_,19_12_,19_09_,19_10_,20_03_,20_01_,19_11_,Average Performance (Whole Season),Median Performance (Whole Season),time
0.0,-0.4777777777777777,0.125,1.0,-0.3333333333333333,-0.41666666666666663,0.7083333333333333,0.08650793650793652,0.04325396825396826,1
0.55,-0.8333333333333334,0.45,0.9,-0.65,-0.3,1.0,0.15952380952380954,0.3047619047619048,2
0.6666666666666666,-1.0,0.7222222222222222,0.29166666666666663,-0.8333333333333334,0.5,1.1666666666666667,0.21626984126984125,0.3958333333333333,3
0.9444444444444445,-0.4523809523809524,0.8333333333333334,-0.5833333333333333,-1.1666666666666667,1.7777777777777777,0.611111111111111,0.2806122448979592,0.44586167800453513,4
-0.33333333333333337,-0.1111111111111111,0.8333333333333334,-0.7083333333333334,-1.5833333333333335,2.5,-0.16666666666666666,0.0615079365079365,-0.1388888888888889,5
-1.6666666666666665,0.0,0.9166666666666667,-0.3333333333333333,-1.8333333333333333,2.8333333333333335,-0.5,-0.08333333333333323,-0.20833333333333326,6
-2.083333333333333,0.16666666666666666,1.1666666666666667,-0.16666666666666666,-2.0,3.0,0.0,0.011904761904761989,0.0059523809523809946,7
-2.1666666666666665,0.4583333333333333,1.722222222222222,-0.3333333333333333,-2.3333333333333335,3.083333333333333,-0.05555555555555555,0.05357142857142848,-0.0009920634920635371,8
-1.958333333333333,0.41666666666666663,2.6666666666666665,-0.9166666666666667,-2.6666666666666665,3.5,-0.5555555555555555,0.0694444444444445,-0.24305555555555547,9
-1.8333333333333333,0.041666666666666664,3.3333333333333335,-1.0000000000000002,-3.4166666666666665,4.0,-0.6666666666666666,0.06547619047619048,-0.3125,10
-2.222222222222222,0.25,4.083333333333333,-0.5,-4.0,4.5,-1.0,0.15873015873015875,-0.17063492063492064,11
-2.583333333333333,0.6666666666666666,4.666666666666667,0.05555555555555555,-4.166666666666667,5.083333333333333,-1.0833333333333335,0.3769841269841269,0.21626984126984122,12
-2.8333333333333335,1.3666666666666667,4.666666666666667,0.25,-4.333333333333333,5.5,-1.25,0.480952380952381,0.3654761904761905,13
