21_05_,21_04_,20_10_,20_09_,Average Performance (Whole Season),Median Performance (Whole Season),time
0.7625000000000001,0.0,-0.24583333333333335,0.125,0.16041666666666668,0.125,1
1.0,0.3833333333333333,-0.25,0.3666666666666667,0.375,0.375,2
1.0833333333333335,0.6666666666666666,-0.08333333333333333,0.5,0.5416666666666667,0.5416666666666667,3
1.8333333333333333,0.8333333333333334,0.0,0.3888888888888889,0.7638888888888888,0.7638888888888888,4
2.3888888888888893,1.0,-0.16666666666666666,-0.16666666666666666,0.7638888888888891,0.7638888888888891,5
1.8333333333333333,1.1111111111111112,-0.41666666666666663,-0.3333333333333333,0.5486111111111112,0.5486111111111112,6
1.8333333333333333,0.5555555555555556,-0.7777777777777778,-0.8333333333333334,0.19444444444444445,0.19444444444444445,7
2.3333333333333335,-0.41666666666666663,-1.5,-1.4166666666666667,-0.24999999999999994,-0.41666666666666663,8
2.8333333333333335,-1.0833333333333335,-2.083333333333333,-2.0,-0.5833333333333333,-1.0833333333333335,9
3.3333333333333335,-1.5555555555555556,-2.5,-2.3333333333333335,-0.7638888888888888,-1.5555555555555556,10
3.9333333333333336,-1.5,-2.4444444444444446,-2.583333333333333,-0.648611111111111,-1.5,11
4.333333333333333,-1.6666666666666667,-1.7777777777777777,-2.25,-0.3402777777777779,-1.6666666666666667,12
4.333333333333333,-2.222222222222222,-1.5,-2.0,-0.3472222222222222,-1.5,13
4.388888888888888,-2.8333333333333335,-1.3333333333333333,-1.5,-0.3194444444444446,-1.3333333333333333,14
4.5,-2.8333333333333335,-1.3333333333333333,-0.7916666666666666,-0.11458333333333334,-0.7916666666666666,15
4.833333333333333,-2.583333333333333,-1.5,-1.0,-0.0625,-1.0,16
5.166666666666667,-1.888888888888889,-1.6666666666666667,-2.041666666666667,-0.107638888888889,-1.6666666666666667,17
5.444444444444444,-1.5,-1.6666666666666667,-2.583333333333333,-0.07638888888888906,-1.5,18
5.777777777777778,-1.1666666666666665,-1.5,-2.6666666666666665,0.11111111111111105,-1.1666666666666665,19
5.388888888888889,-0.4166666666666667,-1.3333333333333335,-2.916666666666667,0.18055555555555547,-0.4166666666666667,20
4.833333333333333,0.08333333333333333,-0.9166666666666667,-2.8888888888888893,0.27777777777777746,0.08333333333333333,21
4.166666666666667,-0.3333333333333333,-0.5,-2.8333333333333335,0.125,-0.3333333333333333,22
4.0,-1.0,-0.3333333333333333,-2.8333333333333335,-0.04166666666666674,-0.3333333333333333,23
4.166666666666667,-1.1111111111111112,0.4333333333333333,-2.6666666666666665,0.2055555555555556,0.2055555555555556,24
4.666666666666667,-1.0416666666666667,1.0,-2.75,0.46875,0.46875,25
5.388888888888888,-1.3333333333333333,0.9166666666666667,-2.8333333333333335,0.5347222222222222,0.5347222222222222,26
6.083333333333334,-1.8333333333333333,0.5833333333333333,-2.6666666666666665,0.5416666666666669,0.5416666666666669,27
6.416666666666667,-2.1666666666666665,0.05555555555555555,-2.6666666666666665,0.4097222222222222,0.05555555555555555,28
6.833333333333333,-2.444444444444444,-0.16666666666666666,-2.8333333333333335,0.3472222222222222,-0.16666666666666666,29
7.333333333333334,-3.0,-0.38888888888888884,-3.2083333333333335,0.1840277777777779,-0.38888888888888884,30
7.388888888888889,-3.066666666666667,-0.3333333333333333,-4.0,-0.002777777777777657,-0.3333333333333333,31
7.083333333333334,-2.8333333333333335,-0.5833333333333333,-4.333333333333333,-0.16666666666666652,-0.5833333333333333,32
6.833333333333333,-3.0,-0.8333333333333334,-4.666666666666667,-0.41666666666666685,-0.8333333333333334,33
7.166666666666667,-3.0,-1.25,-4.916666666666666,-0.4999999999999998,-1.25,34
7.333333333333333,-3.1666666666666665,-1.8888888888888886,-5.0,-0.6805555555555556,-1.8888888888888886,35
7.0555555555555545,-3.0,-2.416666666666667,-4.916666666666666,-0.8194444444444446,-2.416666666666667,36
6.333333333333333,-3.0555555555555554,-2.75,-4.5,-0.9930555555555556,-2.75,37
6.0,-3.5,-3.0,-4.0,-1.125,-3.0,38
5.5,-4.333333333333333,-2.916666666666667,-3.5,-1.3125,-2.916666666666667,39
5.416666666666667,-5.25,-2.8333333333333335,-2.6666666666666665,-1.3333333333333333,-2.6666666666666665,40
6.916666666666667,-6.458333333333333,-3.083333333333333,-2.083333333333333,-1.177083333333333,-2.083333333333333,41
8.166666666666668,-7.0,-3.5,-2.0,-1.083333333333333,-2.0,42
8.666666666666666,-6.833333333333333,-3.8333333333333335,-2.1666666666666665,-1.0416666666666667,-2.1666666666666665,43
8.666666666666666,-6.833333333333333,-4.0,-2.5,-1.1666666666666667,-2.5,44
8.375000000000002,-6.944444444444444,-4.166666666666667,-2.8,-1.3840277777777772,-2.8,45
8.611111111111109,-7.125000000000001,-4.25,-2.6666666666666665,-1.3576388888888897,-2.6666666666666665,46
8.555555555555555,-7.166666666666667,-4.416666666666666,-2.75,-1.4444444444444444,-2.75,47
8.75,-7.208333333333334,-4.666666666666667,-3.25,-1.5937500000000002,-3.25,48
9.111111111111109,-7.333333333333333,-4.777777777777778,-3.6666666666666665,-1.666666666666667,-3.6666666666666665,49
8.75,-7.333333333333333,-4.833333333333333,-3.8888888888888893,-1.8263888888888888,-3.8888888888888893,50
7.666666666666667,-7.666666666666667,-4.833333333333333,-3.9444444444444446,-2.1944444444444446,-3.9444444444444446,51
6.611111111111111,-8.5,-5.166666666666667,-4.416666666666667,-2.868055555555556,-4.416666666666667,52
6.055555555555556,-9.583333333333334,-5.777777777777778,-5.0,-3.576388888888889,-5.0,53
6.25,-9.833333333333334,-6.416666666666666,-5.416666666666666,-3.8541666666666665,-5.416666666666666,54
6.733333333333333,-8.958333333333334,-6.708333333333333,-6.277777777777778,-3.802777777777778,-6.277777777777778,55
7.0,-8.25,-7.041666666666667,-7.0,-3.822916666666667,-7.0,56
,-7.5,-7.411111111111111,-7.45,-7.453703703703703,-7.451851851851852,57
,-7.055555555555556,-7.5,,-7.277777777777779,-7.277777777777779,58
,,,,,,59
