Di,02.10.18,19:30
MNLA
Wacker,Thun
SPIELER,TORE,7M,%,TF,V,2',D
2,Holm,Phillip,4/4,0,100,1,0,1,0
3,Linder,Luca,1/2,0,50,,0,0,0
4,Felder,Gabriel,1/3,0,33,1,0,1,0
6,Dähler,Jonas,6/7,0,85,,0,1,0
7,Suter,Nicolas,2/4,0,50,2,1,0,0
8,Giovanelli,Marco,1/3,0,33,,0,1,0
10,Lanz,Thomas,3/3,0,100,,0,0,0
11,Wyttenbach,Ivan,3/4,2/2,75,,0,0,0
12,Wyss,Dominique,1/1,0,100,,0,0,0
13,Friedli,Reto,1/1,0,100,2,0,0,0
15,Huwyler,Simon,1/2,0,50,,1,1,0
17,Guignet,Damien,4/5,0,80,,0,1,0
19,Huwyler,Stefan,0,0,,,0,1,0
20,Krainer,Sven,1/2,0,50,,0,0,0
23,Wick,Flavio,0,0,,,0,0,0
26,Delhees,Ron,4/8,0,50,1,0,0,0
""
TORHÜTER,P/W,7M,%
12,Wyss,Dominique,2/17,,12
23,Wick,Flavio,11/23,,48
""
STAFF,V,2',D
A,Rubin,Martin,0,0,0
B,Badertscher,Remo,0,0,0
C,Merz,Andreas,0,0,0
D,Trepp,Michael,0,0,0
