Mi,31.10.18,19:30
MNLA
Wacker,Thun
SPIELER,TORE,7M,%,TF,V,2',D
2,Holm,Phillip,3/7,0,42,2,1,0,0
4,Felder,Gabriel,1/2,0,50,,0,0,0
7,Suter,Nicolas,6/7,0,85,5,0,1,0
8,Giovanelli,Marco,0,0,,,0,0,0
10,Lanz,Thomas,1/1,0,100,2,0,0,0
11,Wyttenbach,Ivan,7/10,6/8,70,2,0,0,0
13,Friedli,Reto,4/4,0,100,1,0,0,0
15,Huwyler,Simon,1/1,0,100,,0,0,0
16,Winkler,Marc,0,0,,,0,0,0
17,Guignet,Damien,2/4,0,50,1,0,0,0
18,Gruber,Nino,0/1,0,0,1,0,0,0
19,Huwyler,Stefan,0/2,0,0,,0,0,0
20,Krainer,Sven,2/4,0,50,,0,0,0
21,Christinat,Joël,0,0,,,0,0,0
22,Caspar,Roman,0,0,,,0,0,0
23,Wick,Flavio,0,0,,,0,0,0
""
TORHÜTER,P/W,7M,%
16,Winkler,Marc,15/38,0/1,40
""
STAFF,V,2',D
A,Rubin,Martin,0,0,0
B,Badertscher,Remo,0,0,0
C,Merz,Andreas,0,0,0
D,Dähler,Cyrill,0,0,0
