So,02.12.18,16:00
MNLA
Wacker,Thun
SPIELER,TORE,7M,%,TF,V,2',D
2,Holm,Phillip,1/4,0,25,2,1,0,0
4,Felder,Gabriel,1/1,0,100,,0,0,0
5,Raemy,Nicolas,2/4,0,50,1,0,0,0
6,Dähler,Jonas,2/3,0,66,1,0,0,0
7,Suter,Nicolas,1/2,0,50,,0,1,0
8,Giovanelli,Marco,0,0,,1,0,0,0
10,Lanz,Thomas,4/6,0,66,1,0,0,0
11,Wyttenbach,Ivan,6/9,3/5,66,2,0,0,0
13,Friedli,Reto,1/1,0,100,,0,0,0
15,Huwyler,Simon,1/1,0,100,,0,0,0
16,Winkler,Marc,0,0,,,0,0,0
17,Guignet,Damien,2/4,0,50,3,1,1,0
19,Huwyler,Stefan,1/1,0,100,1,0,1,0
21,Manse,Cedric,2/3,0,66,,0,2,0
22,Caspar,Roman,0/3,0,0,2,0,0,0
23,Wick,Flavio,0,0,,,0,0,0
""
TORHÜTER,P/W,7M,%
16,Winkler,Marc,5/25,0/1,20
23,Wick,Flavio,2/12,,17
""
STAFF,V,2',D
A,Rubin,Martin,0,0,0
B,Badertscher,Remo,0,0,0
C,Gyger,Jörg,0,0,0
D,Kramer,Sven,0,0,0
