Mi,13.03.19,20:00
MNLA
Wacker,Thun
SPIELER,TORE,7M,%,TF,V,2',D
2,Holm,Phillip,1/4,0,25,3,0,1,0
3,Linder,Luca,2/4,0,50,,0,1,0
4,Felder,Gabriel,1/2,0,50,3,1,1,0
5,Raemy,Nicolas,2/5,0,40,,0,0,0
6,Dähler,Jonas,6/8,0,75,,1,0,0
7,Suter,Nicolas,6/8,0,75,2,1,2,0
9,Lüthi,Dario,0,0,,1,0,0,0
11,Wyttenbach,Ivan,5/6,3/4,83,,0,0,0
13,Friedli,Reto,1/1,0,100,,0,0,0
15,Huwyler,Simon,0,0,,,0,0,0
16,Winkler,Marc,0,0,,,0,0,0
19,Huwyler,Stefan,1/1,0,100,,0,0,0
20,Krainer,Sven,0,0,,,0,0,0
21,Gruber,Nino,0,0,,1,0,0,0
22,Caspar,Roman,0/2,0,0,1,0,0,0
23,Wick,Flavio,0,0,,,0,0,0
""
TORHÜTER,P/W,7M,%
16,Winkler,Marc,14/34,2/4,42
""
STAFF,V,2',D
A,Rubin,Martin,0,0,0
B,Badertscher,Remo,0,0,0
C,von,Gunten,Andrina,0,0,0
D,Merz,Andreas,0,0,0
