So,16.12.18,18:00
MNLA
Wacker,Thun
SPIELER,TORE,7M,%,TF,V,2',D
2,Holm,Phillip,3/4,0,75,,0,1,0
5,Raemy,Nicolas,7/8,0,87,2,0,0,0
6,Dähler,Jonas,4/5,0,80,,0,1,0
7,Suter,Nicolas,1/1,0,100,4,1,0,0
8,Giovanelli,Marco,1/1,0,100,,0,0,0
10,Lanz,Thomas,5/6,0,83,,0,0,0
11,Wyttenbach,Ivan,8/9,5/5,88,,0,0,0
13,Friedli,Reto,1/2,0,50,1,0,0,0
15,Huwyler,Simon,0,0,,,1,2,0
16,Winkler,Marc,0,0,,1,0,0,0
17,Guignet,Damien,1/3,0,33,,0,1,0
18,Gruber,Nino,3/3,0,100,,0,0,0
19,Huwyler,Stefan,3/3,0,100,,1,1,0
20,Krainer,Sven,1/2,0,50,1,0,0,0
22,Caspar,Roman,2/3,0,66,,0,0,0
23,Wick,Flavio,0,0,,,0,0,0
""
TORHÜTER,P/W,7M,%
16,Winkler,Marc,16/38,0/3,43
23,Wick,Flavio,1/8,1/2,13
""
STAFF,V,2',D
A,Rubin,Martin,0,0,0
B,Badertscher,Remo,0,0,0
C,Merz,Andreas,0,0,0
D,Dähler,Cyrill,0,0,0
