Do,20.09.18,20:00

Wacker,Thun
SPIELER,TORE,7M,%,TF,V,2',D
2,Holm,Phillip,Tandrup,6/11,2/3,54,,0,1,0
4,Felder,Gabriel,0,0,,,0,0,0
6,Dähler,Jonas,4/5,0,80,,1,0,0
7,Suter,Nicolas,6/12,0,50,,0,1,0
8,Giovanelli,Marco,0,0,,,0,0,0
10,Lanz,Thomas,3/5,0,60,2,0,0,0
12,Arnosti,Christian,0,0,,,0,0,0
13,Friedli,Reto,1/2,0,50,,0,1,0
15,Huwyler,Simon,0,0,,1,0,2,0
17,Guignet,Damien,0,0,,,0,0,0
18,Gruber,Nino,0,0,,,0,1,0
19,Huwyler,Stefan,0,0,,,1,0,0
20,Krainer,Sven,0,0,,,0,0,0
22,Wyttenbach,Ivan,1/2,1/2,50,,0,0,0
23,Wick,Flavio,0,0,,1,0,0,0
26,Delhees,Ron,5/9,0,55,2,1,1,0
""
TORHÜTER,P/W,7M,%
23,Wick,Flavio,16/42,1/3,39
""
STAFF,V,2',D
A,Rubin,Martin,0,0,0
B,Badertscher,Remo,1,0,0
C,Merz,Andreas,0,0,0
D,Gyger,Jörg,0,0,0
