So,09.12.18,18:30
MNLA
Wacker,Thun
SPIELER,TORE,7M,%,TF,V,2',D
2,Holm,Phillip,2/6,0,33,,1,0,0
4,Felder,Gabriel,3/4,0,75,,0,1,0
5,Raemy,Nicolas,3/9,0,33,2,0,0,0
6,Dähler,Jonas,0,0,,,0,0,0
7,Suter,Nicolas,3/6,0,50,2,0,0,0
8,Giovanelli,Marco,1/2,0,50,1,0,0,0
10,Lanz,Thomas,3/4,0,75,1,0,0,0
11,Wyttenbach,Ivan,4/5,3/3,80,1,0,0,0
13,Friedli,Reto,5/5,0,100,1,0,0,0
15,Huwyler,Simon,0,0,,,0,2,0
16,Winkler,Marc,0,0,,,0,0,0
17,Guignet,Damien,0/2,0,0,3,0,2,0
18,Gruber,Nino,1/1,0,100,,0,0,0
19,Huwyler,Stefan,1/2,0,50,,1,2,0
20,Krainer,Sven,0/1,0,0,,0,0,0
23,Wick,Flavio,0,0,,,0,0,0
""
TORHÜTER,P/W,7M,%
23,Wick,Flavio,12/44,1/4,28
""
STAFF,V,2',D
A,Rubin,Martin,0,0,0
B,Badertscher,Remo,0,0,0
C,Dähler,Cyril,0,0,0
