Mi,12.12.18,19:30
MNLA
Wacker,Thun
SPIELER,TORE,7M,%,TF,V,2',D
2,Holm,Phillip,0/4,0,0,2,1,0,0
4,Felder,Gabriel,0,0,,,0,1,0
5,Raemy,Nicolas,9/13,0,69,1,0,1,0
6,Dähler,Jonas,3/4,0,75,,0,0,0
7,Suter,Nicolas,4/5,0,80,3,0,1,0
8,Giovanelli,Marco,0,0,,,0,0,0
10,Lanz,Thomas,1/2,0,50,1,0,0,0
11,Wyttenbach,Ivan,3/4,3/4,75,,0,0,0
13,Friedli,Reto,2/3,0,66,1,0,0,0
15,Huwyler,Simon,0,0,,,1,0,0
16,Winkler,Marc,0,0,,1,0,0,0
17,Guignet,Damien,1/2,0,50,,0,1,0
19,Huwyler,Stefan,1/1,0,100,,1,1,0
21,Manse,Cedric,0,0,,,0,0,0
22,Caspar,Roman,1/2,0,50,1,0,0,0
23,Wick,Flavio,0,0,,,0,0,0
""
TORHÜTER,P/W,7M,%
16,Winkler,Marc,11/32,0/1,35
23,Wick,Flavio,1/2,,50
""
STAFF,V,2',D
A,Rubin,Martin,0,0,0
B,Badertscher,Remo,0,0,0
C,Dähler,Cyril,0,0,0
D,Kreiner,Sven,0,0,0
