Sa,01.09.18,17:30
MNLA
Wacker,Thun
SPIELER,TORE,7M,%,TF,V,2',D
2,Holm,Phillip,2/3,0,66,1,0,2,0
5,Raemy,Nicolas,9/11,0,81,4,0,0,0
6,Dähler,Jonas,1/1,0,100,,0,2,0
7,Suter,Nicolas,9/12,0,75,3,1,0,0
8,Giovanelli,Marco,0,0,,,0,0,0
10,Lanz,Thomas,1/2,0,50,,0,0,0
13,Friedli,Reto,0,0,,1,0,1,0
15,Huwyler,Simon,0,0,,,0,1,0
16,Winkler,Marc,0,0,,,0,0,0
17,Guignet,Damien,1/1,0,100,2,0,0,0
18,Gruber,Nino,4/5,0,80,,0,0,0
19,Huwyler,Stefan,0/1,0,0,,1,1,0
20,Krainer,Sven,1/2,0,50,,0,0,0
22,Wyttenbach,Ivan,5/5,5/5,100,,0,0,0
23,Wick,Flavio,0,0,,1,0,0,0
26,Delhees,Ron,1/3,0,33,1,1,0,0
""
TORHÜTER,P/W,7M,%
23,Wick,Flavio,18/51,0/4,36
""
STAFF,V,2',D
A,Rubin,Martin,1,0,0
B,Badertscher,Remo,0,0,0
C,Merz,Andreas,0,0,0
D,Gyger,Jörg,0,0,0
