Mi,12.09.18,19:30
MNLA
Wacker,Thun
SPIELER,TORE,7M,%,TF,V,2',D
2,Holm,Phillip,2/3,0,66,1,0,0,0
4,Felder,Gabriel,1/1,0,100,,0,0,0
6,Dähler,Jonas,1/2,0,50,,0,0,0
7,Suter,Nicolas,7/9,0,77,2,1,0,0
8,Giovanelli,Marco,2/3,0,66,,0,0,0
10,Lanz,Thomas,2/2,0,100,,1,0,0
11,Wyttenbach,Ivan,5/6,3/4,83,1,0,0,0
12,Wyss,Dominique,0,0,,,0,0,0
13,Friedli,Reto,4/6,0,66,,0,0,0
15,Huwyler,Simon,0,0,,,0,1,0
18,Gruber,Nino,2/4,0,50,,0,0,0
19,Huwyler,Stefan,0,0,,,1,0,0
20,Krainer,Sven,2/4,0,50,,0,0,0
21,Christinat,Joël,3/3,0,100,1,0,0,0
23,Wick,Flavio,0,0,,,0,0,0
26,Delhees,Ron,5/8,0,62,2,0,0,0
""
TORHÜTER,P/W,7M,%
12,Wyss,Dominique,2/5,,40
23,Wick,Flavio,12/32,1/1,38
""
STAFF,V,2',D
A,Rubin,Martin,0,0,0
B,Badertscher,Remo,0,0,0
C,Merz,Andreas,0,0,0
D,Zürcher,Jasmin,0,0,0
