Sa,17.04.21,14:00
MU19E
SG,LakeSide,Wacker-Steffisburg
""
STAFF,V,2',D
A,BADERTSCHER,Claudio,0,0,0
B,CHERNOV,Andrey,0,0,0
C,KRAINER,Sven,0,0,0
D,RECHER,Jan,0,0,0
