So,22.04.18,17:00
""
Wacker,Thun
SPIELER,TORE,7M,%,TF,V,2',D
3,Linder,Luca,2/4,0,50,,0,0,0
4,Rubin,Lenny,7/10,0,70,3,0,0,0
5,Raemy,Nicolas,1/3,0,33,1,0,1,0
6,Dähler,Jonas,3/3,0,100,,1,0,0
7,Suter,Nicolas,0/1,0,0,,0,0,1
8,Giovanelli,Marco,1/1,0,100,,0,0,0
9,Glatthard,Viktor,0,0,,,1,1,0
10,Lanz,Thomas,1/3,0,33,,0,1,0
11,Caspar,Roman,0/1,0,0,,1,1,0
13,Friedli,Reto,4/5,0,80,1,0,0,0
14,von,Deschwanden,Lukas,8/12,4/4,66,1,0,0,0
16,Winkler,Marc,0,0,,,0,0,0
17,Guignet,Damien,0/1,0,0,,0,0,0
18,Sorgen,Janick,0,0,,,0,0,0
20,Krainer,Sven,1/1,0,100,,0,0,0
23,Wick,Flavio,0,0,,,0,0,0
""
TORHÜTER,P/W,7M,%
16,Winkler,Marc,12/33,1/4,37
""
STAFF,V,2',D
A,Rubin,Martin,0,0,0
B,Badertscher,Remo,0,0,0
C,Merz,Badertscher,0,0,0
D,Gyger,Jörg,0,0,0
