So,25.02.18,17:00

Wacker,Thun
SPIELER,TORE,7M,%,TF,V,2',D
3,Linder,Luca,1/1,0,100,,0,0,0
4,Rubin,Lenny,3/10,0,30,2,0,0,0
5,Raemy,Nicolas,0,0,,,0,0,0
6,Dähler,Jonas,0,0,,,0,0,0
7,Suter,Nicolas,6/7,0,85,1,1,0,0
8,Giovanelli,Marco,0,0,,,1,0,0
9,Glatthard,Viktor,0,0,,1,1,0,0
10,Lanz,Thomas,4/4,0,100,,0,0,0
11,Caspar,Roman,0/1,0,0,3,0,1,0
13,Friedli,Reto,5/8,0,62,1,0,0,0
14,von,Deschwanden,Lukas,2/6,0/1,33,2,0,0,0
16,Winkler,Marc,0,0,,1,0,0,0
17,Guignet,Damien,1/1,0,100,,0,0,0
19,Huwyler,Stefan,1/1,0,100,1,0,0,0
20,Krainer,Sven,3/4,0,75,,0,0,0
23,Wick,Flavio,0,0,,,0,0,0
""
STAFF,V,2',D
A,Rubin,Martin,0,0,0
B,Badertscher,Remo,0,0,0
C,Merz,Andreas,0,0,0
D,Gyger,Jörg,0,0,0
