Sa,17.02.18,17:00

Wacker,Thun
SPIELER,TORE,7M,%,TF,V,2',D
3,Linder,Luca,2/3,0,66,,0,0,0
4,Rubin,Lenny,7/10,0,70,1,0,0,0
5,Raemy,Nicolas,1/2,0,50,2,0,0,0
6,Dähler,Jonas,1/1,0,100,1,1,0,0
7,Suter,Nicolas,0/3,0,0,,0,0,0
8,Giovanelli,Marco,2/4,0,50,2,0,1,0
9,Glatthard,Viktor,0,0,,,1,0,0
10,Lanz,Thomas,0,0,,1,0,0,0
11,Caspar,Roman,1/3,0,33,2,0,0,0
13,Friedli,Reto,1/1,0,100,1,0,0,0
14,von,Deschwanden,Lukas,8/10,3/3,80,,0,1,0
16,Winkler,Marc,0,0,,,0,0,0
17,Guignet,Damien,0,0,,,0,0,0
19,Huwyler,Stefan,0,0,,,1,2,0
20,Krainer,Sven,2/3,0,66,,0,0,0
23,Wick,Flavio,0,0,,,0,0,0
""
TORHÜTER,P/W,7M,%
23,Wick,Flavio,5/17,1/4,30
""
STAFF,V,2',D
A,Rubin,Martin,0,0,0
B,Badertscher,Remo,0,0,0
C,Merz,Andreas,0,0,0
D,Wallimann,Priska,0,0,0
