Mi,04.10.17,19:30
MNLA
Wacker,Thun
SPIELER,TORE,7M,%,TF,V,2',D
4,Rubin,Lenny,6/8,0,75,4,0,0,0
6,Manse,Cedric,0,0,,,0,0,0
7,Suter,Nicolas,8/9,2/2,88,1,1,0,0
8,Giovanelli,Marco,1/5,0,20,2,0,1,0
9,Glatthard,Viktor,1/2,0,50,,1,1,0
10,Lanz,Thomas,2/3,0,66,,0,0,0
11,Caspar,Roman,0,0,,,0,0,0
13,Friedli,Reto,3/4,0,75,1,0,0,0
15,Gruber,Nino,0/2,0,0,,0,0,0
16,Winkler,Marc,0,0,,,0,0,0
17,Guignet,Damien,1/1,1/1,100,,0,0,0
18,Christinat,Joël,1/1,0,100,,0,0,0
19,Huwyler,Stefan,0/1,0,0,,1,2,0
20,Krainer,Sven,4/6,0,66,,0,0,0
22,Felder,Gabriel,2/3,0,66,,0,0,0
23,Wick,Flavio,1/1,0,100,,0,0,0
""
TORHÜTER,P/W,7M,%
16,Winkler,Marc,18/37,3/5,49
23,Wick,Flavio,3/6,,50
""
STAFF,V,2',D
A,Rubin,Martin,0,0,0
B,Badertscher,Remo,0,0,0
C,Dähler,Cyril,0,0,0
D,Merz,Andreas,0,0,0
