Mi,21.03.18,19:30
""
Wacker,Thun
SPIELER,TORE,7M,%,TF,V,2',D
3,Linder,Luca,4/7,0,57,1,0,0,0
4,Rubin,Lenny,5/9,0,55,1,0,1,0
5,Raemy,Nicolas,1/3,0,33,2,1,1,0
6,Dähler,Jonas,4/6,0,66,,1,1,0
7,Suter,Nicolas,1/2,0,50,1,0,0,0
8,Giovanelli,Marco,3/3,0,100,3,0,0,0
9,Glatthard,Viktor,0,0,,,0,1,0
10,Lanz,Thomas,1/2,0,50,2,0,0,0
11,Caspar,Roman,0/3,0,0,,0,0,0
13,Friedli,Reto,1/2,0,50,1,0,1,0
14,von,Deschwanden,Lukas,7/7,5/5,100,2,1,0,0
16,Winkler,Marc,0,0,,,0,0,0
17,Guignet,Damien,0,0,,,0,0,0
19,Huwyler,Stefan,0,0,,,0,0,0
20,Krainer,Sven,0,0,,,0,0,0
23,Wick,Flavio,0,0,,,0,0,0
""
TORHÜTER,P/W,7M,%
16,Winkler,Marc,14/35,1/3,40
""
STAFF,V,2',D
A,Rubin,Martin,0,0,0
B,Badertscher,Remo,0,0,0
C,Merz,Andreas,0,0,0
D,Zürcher,Jasmin,0,0,0
