21_10_,22_02_,21_12_,22_03_,21_09_,21_11_,22_04_,Average Performance (Whole Season),Median Performance (Whole Season),time
-0.9166666666666667,-1.5,-1.1666666666666667,-1.0555555555555556,3.5,1.7222222222222223,0.9166666666666667,0.21428571428571425,-0.3511904761904763,18
-0.5833333333333333,-1.5,-0.9444444444444445,-1.3333333333333333,3.083333333333333,2.222222222222222,0.7333333333333333,0.23968253968253966,-0.1718253968253968,19
-0.38888888888888884,-1.6250000000000002,-0.5,-1.0,3.0,2.583333333333333,0.8333333333333334,0.4146825396825396,0.012896825396825379,20
-0.5,-1.5,-0.5,-0.24999999999999997,3.5416666666666665,2.777777777777778,1.1666666666666667,0.6765873015873016,0.2132936507936508,21
-0.611111111111111,-1.1666666666666667,-0.625,-0.16666666666666666,4.333333333333333,2.8333333333333335,1.3333333333333333,0.8472222222222222,0.3402777777777778,22
-0.8333333333333334,-1.0,-0.41666666666666663,0.041666666666666664,4.777777777777778,2.916666666666667,1.3333333333333333,0.9742063492063491,0.5079365079365079,23
-0.9166666666666667,-1.4166666666666667,-0.16666666666666666,0.0,4.666666666666667,3.25,1.6666666666666667,1.011904761904762,0.505952380952381,24
-1.0,-2.0,-0.3333333333333333,-0.6666666666666666,4.25,3.6666666666666665,2.0,0.8452380952380951,0.25595238095238093,25
-0.8333333333333334,-2.1666666666666665,-0.5555555555555555,-1.0,3.75,3.25,2.25,0.6706349206349207,0.05753968253968261,26
-0.75,-2.083333333333333,-0.8333333333333334,-1.3333333333333333,2.916666666666667,3.0,2.0,0.4166666666666667,-0.16666666666666666,27
-0.5,-1.6666666666666667,-0.6666666666666666,-2.055555555555556,2.6666666666666665,2.8333333333333335,1.25,0.2658730158730158,-0.11706349206349209,28
-0.1,-1.3333333333333333,-0.5,-2.6666666666666665,2.6666666666666665,3.111111111111111,0.6666666666666666,0.2634920634920635,0.08174603174603175,29
0.16666666666666666,-1.5,-0.41666666666666663,-3.1666666666666665,2.8333333333333335,3.6111111111111107,0.3333333333333333,0.2658730158730159,0.21626984126984128,30
0.05555555555555555,-1.5,-0.6666666666666667,-3.5,2.916666666666667,3.8333333333333335,0.3333333333333333,0.21031746031746043,0.132936507936508,31
0.3333333333333333,-1.5,-1.25,-3.8333333333333335,3.083333333333333,4.0,0.16666666666666666,0.14285714285714282,0.15476190476190474,32
0.75,-1.4444444444444444,-1.75,-4.333333333333333,3.3333333333333335,4.333333333333333,0.16666666666666666,0.15079365079365079,0.15873015873015872,33
1.0833333333333335,-1.0,-1.8333333333333333,-4.444444444444444,3.3333333333333335,4.611111111111112,-0.05555555555555555,0.24206349206349226,0.09325396825396835,34
0.7777777777777778,-0.8333333333333334,-1.6666666666666667,-4.583333333333334,3.5,5.125,-0.25,0.29563492063492053,0.022817460317460264,35
0.16666666666666666,-0.7777777777777778,-1.6666666666666667,-4.5,3.5,5.666666666666667,-0.5,0.2698412698412699,-0.16666666666666669,36
-0.16666666666666666,-0.16666666666666666,-1.9583333333333335,-4.777777777777778,3.722222222222222,5.958333333333333,-0.6666666666666666,0.2777777777777777,-0.16666666666666666,37
-0.25,0.875,-2.583333333333333,-5.166666666666667,3.8333333333333335,6.166666666666667,-0.8333333333333334,0.2916666666666667,0.020833333333333343,38
-0.3333333333333333,1.3333333333333333,-2.9444444444444446,-5.444444444444444,3.8333333333333335,5.833333333333333,-0.8333333333333334,0.20634920634920637,-0.06349206349206347,39
-0.5,1.25,-2.8333333333333335,-5.666666666666667,3.8333333333333335,5.25,-0.8333333333333334,0.07142857142857144,-0.21428571428571427,40
-1.111111111111111,0.75,-2.6666666666666665,-5.611111111111112,3.5,5.25,-0.7777777777777778,-0.0952380952380953,-0.43650793650793657,41
-1.6666666666666667,0.2222222222222222,-2.8333333333333335,-5.5,3.25,5.083333333333334,-0.3333333333333333,-0.253968253968254,-0.29365079365079366,42
-1.9166666666666665,0.16666666666666666,-3.2,-5.333333333333334,2.9444444444444446,4.583333333333334,0.25,-0.35793650793650805,-0.0956349206349207,43
-1.4444444444444446,0.41666666666666663,-2.5833333333333335,-4.166666666666666,2.8333333333333335,4.75,0.7083333333333333,0.07341269841269837,0.2450396825396825,44
-0.5833333333333334,1.0,-1.8333333333333333,-3.8333333333333335,2.8333333333333335,5.0,0.3333333333333333,0.4166666666666667,0.375,45
0.16666666666666666,1.75,-1.5,-4.055555555555556,3.1666666666666665,5.083333333333334,0.0,0.6587301587301587,0.4126984126984127,46
0.5,2.0,-1.9166666666666665,-4.416666666666666,3.875,5.388888888888888,-0.16666666666666666,0.7519841269841269,0.6259920634920635,47
0.5833333333333333,2.25,-2.5,-4.416666666666666,4.0,5.583333333333334,-0.08333333333333333,0.773809523809524,0.6785714285714286,48
0.41666666666666663,2.5,-3.1666666666666665,-4.666666666666667,4.166666666666667,5.416666666666666,0.3333333333333333,0.7142857142857142,0.5654761904761905,49
0.6666666666666666,3.0,-3.5,-4.305555555555556,4.222222222222222,4.916666666666666,0.8333333333333333,0.8333333333333331,0.8333333333333333,50
1.0,2.8333333333333335,-3.875,-3.3333333333333335,4.583333333333334,4.333333333333333,1.3333333333333333,0.9821428571428571,1.1666666666666665,51
1.6666666666666667,2.5,-4.333333333333333,-3.25,4.75,3.8333333333333335,1.3333333333333333,0.9285714285714287,1.5,52
1.9166666666666665,2.833333333333333,-4.75,-3.1666666666666665,4.833333333333333,3.8333333333333335,0.9444444444444445,0.9206349206349207,1.4305555555555556,53
2.1666666666666665,3.791666666666667,-5.083333333333334,-3.0,4.833333333333333,4.166666666666666,0.8333333333333334,1.101190476190476,1.6339285714285712,54
1.958333333333333,4.333333333333333,-5.277777777777778,-2.8333333333333335,4.916666666666666,4.666666666666667,0.8333333333333334,1.228174603174603,1.593253968253968,55
1.9166666666666665,4.4,-5.611111111111112,-3.083333333333333,5.277777777777778,4.8,1.0,1.2428571428571427,1.5797619047619045,56
2.133333333333333,4.5,-5.775,-3.5,5.675,5.0,0.7222222222222222,1.2507936507936503,1.6920634920634916,57
