21_10_,22_02_,21_12_,22_03_,21_09_,21_11_,22_04_,Average Performance (Whole Season),Median Performance (Whole Season),time
0.0,-0.26111111111111107,-1.5250000000000001,-0.7083333333333333,1.3333333333333333,-0.5833333333333333,-0.3333333333333333,-0.2968253968253968,-0.31507936507936507,1
0.0,-0.16666666666666666,-1.8333333333333333,-0.8166666666666667,1.5,-0.1,-0.225,-0.23452380952380952,-0.19583333333333333,2
0.0,-0.16666666666666666,-1.75,-1.0,1.7166666666666668,0.7777777777777778,0.0,-0.06031746031746034,-0.03015873015873017,3
0.0,0.08333333333333333,-1.6666666666666667,-1.1666666666666667,2.1666666666666665,1.75,0.3333333333333333,0.21428571428571425,0.14880952380952378,4
0.20833333333333331,0.16666666666666666,-1.6666666666666667,-1.3333333333333333,2.6666666666666665,2.083333333333333,0.6666666666666666,0.3988095238095237,0.3035714285714285,5
0.5,-0.41666666666666663,-1.6666666666666667,-1.2222222222222223,3.222222222222222,1.9166666666666665,0.41666666666666663,0.39285714285714274,0.40476190476190466,6
0.25,-1.3333333333333333,-1.8333333333333333,-1.25,3.75,1.2777777777777777,-0.3333333333333333,0.07539682539682548,-0.12896825396825393,7
-0.3333333333333333,-1.75,-1.875,-1.1666666666666667,4.0,0.6666666666666666,-1.0416666666666667,-0.21428571428571427,-0.6875,8
-1.0,-1.6666666666666667,-2.0,-0.9444444444444445,4.083333333333334,0.05555555555555555,-1.0,-0.3531746031746032,-0.9722222222222223,9
-1.1666666666666667,-1.0,-2.0,-1.0,3.75,-0.75,-0.888888888888889,-0.43650793650793657,-0.9444444444444444,10
-1.1666666666666667,-0.41666666666666663,-2.0,-1.0833333333333335,3.5,-1.0833333333333335,-1.277777777777778,-0.5039682539682541,-1.0833333333333335,11
-1.0,-0.3333333333333333,-1.8333333333333333,-1.1666666666666667,3.583333333333333,-0.9166666666666667,-1.6666666666666667,-0.4761904761904762,-0.9583333333333334,12
-0.5833333333333333,-0.6666666666666666,-1.8333333333333333,-1.5,3.916666666666667,0.0,-1.3333333333333335,-0.28571428571428564,-0.625,13
-0.3333333333333333,-1.7777777777777777,-1.75,-2.083333333333333,4.0,1.0,-0.8333333333333333,-0.253968253968254,-0.5833333333333333,14
-0.3333333333333333,-1.9444444444444444,-1.5,-1.9444444444444444,4.0,1.4444444444444444,-0.16666666666666666,-0.0634920634920635,-0.25,15
-0.625,-1.6666666666666667,-1.4166666666666665,-1.4166666666666667,4.0,1.5,0.41666666666666663,0.1130952380952381,-0.25595238095238093,16
-1.0,-1.6666666666666667,-1.1666666666666667,-1.0,3.8333333333333335,1.3888888888888886,0.6666666666666666,0.1507936507936507,-0.42460317460317465,17
