20_02_,19_10_,19_12_,19_09_,19_08_,20_03_,19_11_,19_07_,20_01_,Average Performance (Whole Season),Median Performance (Whole Season),time
-0.41111111111111115,0.2875,0.3333333333333333,0.29166666666666663,-0.7388888888888889,0.3333333333333333,0.3333333333333333,-0.41666666666666663,-0.06666666666666667,-0.006018518518518524,0.14074074074074072,1
-0.25,0.6666666666666666,0.25,0.18333333333333335,-0.8333333333333334,0.2375,-0.2333333333333333,-0.6,-0.25,-0.09212962962962963,-0.16273148148148148,2
-0.3333333333333333,0.5555555555555555,0.18333333333333335,0.0,-0.8333333333333334,0.3333333333333333,-1.1666666666666665,-1.25,-0.3333333333333333,-0.3160493827160494,-0.32469135802469135,3
-0.45833333333333326,0.5666666666666667,0.0,-0.3333333333333333,-1.4166666666666667,0.3333333333333333,-1.6666666666666667,-1.5,-0.3333333333333333,-0.5342592592592592,-0.39583333333333326,4
-0.6666666666666666,0.6666666666666666,-0.16666666666666666,-1.0555555555555556,-2.9444444444444446,0.27777777777777773,-1.8333333333333333,-1.25,-0.16666666666666666,-0.79320987654321,-0.7299382716049383,5
-0.611111111111111,0.6666666666666666,0.16666666666666666,-1.9444444444444444,-4.333333333333333,0.08333333333333333,-2.0,-0.7666666666666666,-0.27777777777777773,-1.001851851851852,-0.6888888888888889,6
-0.5,1.1666666666666667,0.75,-1.75,-5.666666666666667,0.0,-2.666666666666667,-0.9166666666666667,-0.25,-1.0925925925925926,-0.7083333333333334,7
-0.5833333333333333,1.9166666666666665,0.7222222222222222,-1.25,-6.5,-0.29999999999999993,-3.333333333333333,-1.5,-0.16666666666666666,-1.2216049382716048,-0.902469135802469,8
-0.5,2.3333333333333335,0.75,-0.6666666666666666,-7.083333333333334,-0.41666666666666663,-3.708333333333333,-2.25,0.3333333333333333,-1.2453703703703705,-0.5833333333333333,9
-0.3333333333333333,3.0,1.0,-0.16666666666666666,-7.666666666666666,-0.25,-3.5,-3.666666666666667,0.875,-1.1898148148148147,-0.29166666666666663,10
0.0,4.166666666666667,1.5,0.05555555555555555,-8.0,-0.5,-3.0,-4.583333333333334,1.3333333333333333,-1.0030864197530867,-0.25,11
0.3,4.666666666666667,1.75,0.41666666666666663,-8.166666666666666,-0.9166666666666667,-2.4166666666666665,-5.25,1.5833333333333335,-0.8925925925925926,-0.2962962962962963,12
-0.27777777777777773,5.0,1.9166666666666665,1.0,-8.333333333333334,-1.4166666666666665,-2.5,-5.583333333333334,2.1111111111111107,-0.8981481481481484,-0.587962962962963,13
-0.41666666666666663,5.083333333333334,1.75,0.9166666666666667,-9.055555555555557,-1.5,-2.5,-5.666666666666667,2.5,-0.9876543209876546,-0.7021604938271606,14
-0.3333333333333333,5.055555555555556,1.6666666666666667,0.5,-9.611111111111109,-1.5,-2.5,-5.5,2.5,-1.0802469135802464,-0.7067901234567898,15
-0.5,5.166666666666667,2.083333333333333,0.05555555555555555,-9.61111111111111,-1.5,-2.583333333333333,-5.583333333333334,1.8333333333333333,-1.182098765432099,-0.8410493827160495,16
-0.5833333333333333,5.333333333333333,3.1999999999999997,-0.25,-9.333333333333334,-1.0,-3.083333333333333,-5.666666666666667,0.9166666666666667,-1.1629629629629634,-0.7916666666666666,17
-0.5,6.222222222222222,3.8333333333333335,-0.27777777777777773,-9.11111111111111,-0.5,-3.416666666666667,-6.083333333333334,0.75,-1.009259259259259,-0.5,18
0.1111111111111111,6.916666666666666,3.8333333333333335,0.0,-8.833333333333334,-0.6666666666666666,-3.8333333333333335,-6.333333333333333,1.5,-0.8117283950617282,-0.3333333333333333,19
0.5,7.333333333333333,4.0,0.5,-8.541666666666666,-0.9166666666666667,-4.083333333333334,-6.583333333333334,2.4166666666666665,-0.5972222222222224,-0.048611111111111216,20
0.5,7.666666666666666,4.25,0.6666666666666666,-8.555555555555555,-1.1666666666666667,-4.5,-6.833333333333333,2.3333333333333335,-0.6265432098765431,-0.06327160493827155,21
0.41666666666666663,8.111111111111112,4.5,1.2222222222222223,-8.666666666666666,-1.1666666666666667,-4.625000000000001,-7.0,2.5,-0.523148148148148,-0.0532407407407407,22
0.16666666666666666,8.333333333333334,4.083333333333334,1.5,-8.416666666666668,-0.8333333333333334,-5.166666666666667,-7.055555555555556,2.8333333333333335,-0.506172839506173,-0.16975308641975317,23
0.16666666666666666,8.25,3.5,1.3333333333333333,-8.0,-0.6666666666666666,-5.944444444444444,-7.277777777777778,3.0,-0.6265432098765429,-0.22993827160493813,24
-0.20833333333333331,8.25,3.4444444444444446,1.3333333333333333,-7.125000000000001,-0.41666666666666663,-5.666666666666666,-7.25,2.666666666666667,-0.5524691358024696,-0.3125,25
-0.7777777777777778,8.25,3.666666666666667,1.8333333333333333,-6.5,-0.1111111111111111,-5.055555555555556,-7.625,1.6666666666666667,-0.5169753086419755,-0.3140432098765433,26
-0.5,8.583333333333332,4.625,1.9166666666666665,-6.291666666666666,-0.25,-5.166666666666667,-7.916666666666666,1.3333333333333333,-0.40740740740740766,-0.32870370370370383,27
0.41666666666666663,8.833333333333334,5.166666666666667,1.6666666666666667,-6.5,-0.6666666666666667,-5.5,-7.833333333333333,1.4583333333333333,-0.3287037037037035,0.043981481481481566,28
1.1666666666666667,9.25,4.375000000000001,1.0833333333333335,-6.466666666666666,-1.3333333333333335,-6.0,-7.833333333333333,1.5,-0.4731481481481481,0.3050925925925927,29
1.5,9.333333333333334,3.1666666666666665,0.5833333333333333,-5.5,-1.7222222222222223,-6.166666666666667,-7.611111111111112,1.3333333333333333,-0.5648148148148148,0.009259259259259245,30
