SPIELER,TORE,7M,%,TF,V,2',D
Klenja Emush,0/1,0,0,,0,0,0
Forrer Steven,6/12,3/5,50,2,0,1,0
Orode Godwin Ayko,1/3,0,33,,0,0,0
Zehr Tobias,3/3,0,100,2,1,0,0
van den Nobelen Timon,0,0,,,0,0,0
Schenk Adrian,5/5,0,100,1,0,0,0
Gurtner Nicolas,2/2,2/2,100,,0,0,0
Hug Dominique,0,0,,,0,0,0
Ruef Mauro,0/1,0,0,1,0,0,0
Schöni Gregory,2/4,0,50,1,1,1,0
Stüdle Nicolas,2/2,0,100,,0,1,0
Glücki Valentin,3/6,0,50,,0,0,0
Meier Aaron,0/2,0,0,1,1,1,0
Lindner Jorden,2/4,0/1,50,2,0,0,0
