SPIELER,TORE,7M,%,TF,V,2',D
Gobeli Sven,0,0,,,0,0,0
Forrer Steven,4/8,0,50,3,0,0,0
Orode Godwin Ayko,0/2,0,0,,1,1,0
Zehr Tobias,3/7,0,42,5,0,1,0
van den Nobelen Timon,0,0,,3,1,0,0
Bunke Seraphin,2/4,0,50,2,0,2,0
Gurtner Nicolas,3/4,0,75,1,0,0,0
Antonietti Claudio,3/3,0,100,2,0,0,0
Kocher Roman,0,0,,,0,0,0
Schär Nicola,4/5,0,80,,0,0,0
Ruef Mauro,3/4,0,75,1,0,0,0
Stüdle Nicolas,0/2,0,0,2,1,1,0
Schöni Gregory,0,0,,,0,0,0
