SPIELER,TORE,7M,%,TF,V,2',D
Klenja Emush,0,0,,,0,0,0
Forrer Steven,3/3,0,100,1,1,1,0
Lindner Jorden,2/5,0/1,40,1,0,1,0
Zehr Tobias,1/2,0,50,,0,2,0
Gurtner Nicolas,2/3,2/3,66,,0,0,0
van den Nobelen Timon,0,0,,,0,0,0
Schöni Gregory,5/8,0,62,1,0,0,1
Orode Godwin Ayko,4/5,0,80,2,0,0,0
Stettler Nils,0/2,0,0,,1,0,0
Ruef Mauro,4/6,0,66,,0,0,0
Gobeli Sven,0,0,,,0,0,0
Lory Elias,2/4,1/2,50,1,0,0,0
Stüdle Nicolas,6/6,0,100,2,0,1,0
Glücki Valentin,0,0,,1,0,0,0
