Sa,27.03.21,19:00
QHL
Wacker,Thun
SPIELER,TORE,7M,%,TF,V,2',D
2,Bouilloux,Roman,2/2,0,100,1,0,0,0
4,Felder,Gabriel,3/8,0,37,1,0,1,0
5,Raemy,Nicolas,1/2,0,50,1,0,0,0
8,Römer,Flavian,0,0,,,0,0,0
9,Lüthi,Dario,2/2,0,100,,1,1,0
13,Friedli,Reto,1/2,0,50,,0,0,0
14,von,Deschwanden,Lukas,11/16,2/2,68,2,0,0,0
15,Antonietti,Claudio,0,0,,,0,0,0
16,Winkler,Marc,1/1,0,100,,0,0,0
17,Guignet,Damien,0,0,,,0,1,0
18,Schwab,Yannick,4/4,0,100,2,0,0,1
19,Huwyler,Stefan,0,0,,,0,1,0
20,Baumann,Yanic,0,0,,,0,0,0
22,Chernov,Ivan,4/5,0,80,,0,1,0
23,Wick,Flavio,0,0,,,0,0,0
26,Delhees,Ron,2/5,0,40,2,0,0,0
""
TORHÜTER,P/W,7M,%
16,Winkler,Marc,11/42,1/3,27
""
STAFF,V,2',D
A,RUBIN,Martin,0,0,0
B,BADERTSCHER,Remo,0,0,0
C,BLASER,Marc-Joel,0,0,0
