Mi,11.11.20,19:30
QHL
Wacker,Thun
SPIELER,TORE,7M,%,TF,V,2',D
3,Linder,Luca,3/6,0,50,,0,0,0
4,Felder,Gabriel,0/1,0,0,,0,2,0
5,Raemy,Nicolas,3/7,0,42,2,0,0,0
6,Dähler,Jonas,0,0,,,0,1,0
7,Sorgen,Janick,3/3,0,100,,0,1,1
9,Lüthi,Dario,1/1,0,100,,0,0,0
10,Dannmeyer,Max,1/3,0,33,,0,0,0
11,Wyttenbach,Ivan,1/2,0,50,2,0,0,0
14,von,Deschwanden,Lukas,9/13,5/7,69,1,0,0,0
16,Winkler,Marc,0,0,,,0,0,0
17,Guignet,Damien,1/2,0,50,,0,0,0
18,Schwab,Yannick,1/2,0,50,1,0,0,0
19,Huwyler,Stefan,1/1,0,100,,1,0,0
21,Gruber,Nino,2/5,0,40,,0,0,0
22,Chernov,Ivan,1/2,0,50,,0,0,0
23,Wick,Flavio,0,0,,,0,0,0
""
TORHÜTER,P/W,7M,%
16,Winkler,Marc,7/29,1/4,25
23,Wick,Flavio,2/13,0/2,16
""
STAFF,V,2',D
A,Rubin,0,0,0
B,Badertscher,0,0,0
C,von,Gunten,0,0,0
